inventor_id,name,country
fl:ad_ln:strong-1,Adam Strong,US
fl:si_ln:maon-1,Sigal Maon,IL
fl:th_ln:pham-26,Thi-Thanh-Truc Pham,DE
fl:le_ln:tierney-1,Lewis A. Tierney,US
fl:an_ln:mercanzini-1,Andre Mercanzini,CH
fl:ab_ln:ayarekar-1,Abhijit Ayarekar,US
fl:an_ln:yao-4,Anbang Yao,CN
fl:ji_ln:yang-81,Jinwei Yang,US
fl:hi_ln:takei-28,Hidenori Takei,JP
fl:ni_ln:gustafsson-9,Niklas Gustafsson,SE
fl:at_ln:kutami-2,Atsushi Kutami,JP
fl:si_ln:cartellieri-1,Simone Cartellieri,DE
fl:th_ln:wittrock-1,Thomas Wittrock,DE
fl:sh_ln:matsui-31,Shigeru Matsui,JP
fl:ky_ln:jeon-58,Kyong-hui Jeon,KR
fl:ya_ln:hosaka-3,Yasuo Hosaka,JP
fl:lu_ln:hijlkema-3,Lucas Johannes Hijlkema,NL
fl:sa_ln:kim-252,Samrith Kim,NZ
fl:ro_ln:charlton-5,Robert Charlton,AU
fl:ma_ln:quesada-3,Mark Alejandro Quesada,US
fl:ba_ln:nguyen-9,Bao Nguyen,US
fl:ta_ln:rakesh-2,Tamrakar Rakesh,CN
fl:hi_ln:matsunaga-2,Hironori Matsunaga,JP
fl:ro_ln:horton-12,Robert Horton,US
fl:ko_ln:arimura-1,Koji Arimura,JP
fl:ha_ln:yu-93,Haijun Yu,CN
fl:ra_ln:goff-1,Raymon L. Goff,US
fl:ch_ln:lee-2245,Cholho Lee,KR
fl:bo_ln:sykora-1,Bohumír Sýkora,CZ
fl:ti_ln:yuan-22,Tinghua Yuan,CN
fl:se_ln:englemann-1,Sebastian Ulrich Englemann,US
fl:br_ln:nufer-1,Bruno Nufer,CH
fl:ju_ln:holm-1,Juha Holm,FI
fl:ja_ln:ludvik-1,Jan Ludvik,CZ
fl:xa_ln:ladet-1,Xavier Ladet,FR
fl:si_ln:courtenay-1,Silke Courtenay,US
fl:ch_ln:kalmanek-1,"Charles Robert Kalmanek, Jr.",US
fl:ch_ln:krapf-2,Christian Q. Krapf,US
fl:xi_ln:chen-214,Xiaoming Chen,CN
fl:ch_ln:cahill-2,Christopher Cahill,US
fl:ki_ln:raun-1,Kirsten Raun,DK
fl:ci_ln:abatti-1,"Cinto A. Abatti, Jr.",US
fl:ni_ln:verellen-1,Niels Verellen,BE
fl:je_ln:park-23,Jee Y. Park,KR
fl:ja_ln:flory-2,James R. Flory,US
fl:ot_ln:daab-1,Ottfried Daab,DE
fl:do_ln:wolff-3,Doug Wolff,US
fl:ja_ln:spivey-4,James J. Spivey,US
fl:ro_ln:prentner-1,Robert Prentner,CH
fl:cl_ln:horst-1,Clemens Horst,US
fl:ch_ln:hengst-3,Christoph Hengst,DE
fl:pa_ln:zwaan-1,Paul Francis Zwaan,NZ
fl:jo_ln:hanselman-2,John Hanselman,US
fl:ju_ln:gessner-2,Jürgen Gessner,DE
fl:zd_ln:gulczynski-1,Zdzislaw Gulczynski,US
fl:la_ln:gauthier-2,Laurent Gauthier,FR
fl:ma_ln:toff-1,Maurice Toff,US
fl:ma_ln:ong-6,Marcus Eng Hock Ong,SG
fl:hs_ln:chung-50,Hsiang-Hsien Chung,TW
fl:to_ln:watorowski-1,Tomasz Watorowski,PL
fl:do_ln:lee-116,Dong Gil Lee,KR
fl:ow_ln:barthelmes-1,Owen R. Barthelmes,US
fl:ma_ln:iijima-13,Makoto Iijima,JP
fl:ma_ln:kayo-1,Margaret W. Kayo,US
fl:yu_ln:asai-4,Yusuke Asai,US
fl:a._ln:turner-3,A. Franklin Turner,US
fl:ch_ln:boerensen-1,Christoph Boerensen,DE
fl:ji_ln:zhang-225,Jiangang Zhang,CN
fl:al_ln:garciaduran-1,Alberto Garcia Duran,DE
fl:la_ln:fang-7,Lawrence Fang,US
fl:yo_ln:funada-3,Yoshitsugu Funada,JP
fl:ch_ln:oquist-1,Cheri A. Oquist,US
fl:hi_ln:osoguchi-1,Hideharu Osoguchi,JP
fl:eu_ln:kim-146,Eun-Ah Kim,KR
fl:ku_ln:maute-1,Kurt Maute,DE
fl:ji_ln:zeng-2,Jinping Zeng,CN
fl:ja_ln:farkas-2,János Farkas,HU
fl:er_ln:dyker-1,Erin Dyker,CA
fl:he_ln:jacob-7,Herve Jacob,FR
fl:ma_ln:kakeno-1,Masashi Kakeno,JP
fl:no_ln:take-2,Nobuyuki Take,JP
fl:ed_ln:simpson-3,Edward G. A. Simpson,CA
fl:jo_ln:nadeau-4,Joé Nadeau,CA
fl:eu_ln:vetter-1,Eugene H Vetter,US
fl:oh_ln:kwon-3,Oh Min Kwon,KR
fl:tr_ln:christianson-1,Tristan M. Christianson,US
fl:jo_ln:kuhne-1,Jorg Kuhne,CH
fl:ru_ln:kitagawa-1,Rumiko Kitagawa,JP
fl:ch_ln:yu-298,Chiahsing Yu,TW
fl:ri_ln:greicar-1,Richard K. Greicar,US
fl:sp_ln:read-2,Spencer Read,US
fl:ti_ln:boucher-1,Timothy D. Boucher,US
fl:re_ln:chiang-2,Ren-Tai Chiang,US
fl:ka_ln:kato-19,Kazuhito KATO,JP
fl:an_ln:ferrari-2,Andrea Ferrari,IT
fl:se_ln:abbasi-1,Seyed Hossein Abbasi,US
fl:nu_ln:beser-1,Nurettin Burcak Beser,US
fl:th_ln:elhard-1,Thomas Austin Elhard,US
fl:mi_ln:arai-2,Mikiro Arai,JP
fl:te_ln:thomas-8,Terry Thomas,CA
fl:hi_ln:tomita-29,Hiroyoshi Tomita,JP
fl:xi_ln:guo-187,Xingang Guo,US
fl:jo_ln:carcone-1,Jonathan Carcone,FR
fl:sh_ln:oshima-20,Shigeru Oshima,JP
fl:ta_ln:kawamori-1,Takashi Kawamori,JP
fl:mi_ln:hong-79,Min-suk Hong,KR
fl:br_ln:frankum-1,Brian Jeffery Frankum,US
fl:li_ln:qian-37,Liujian Qian,US
fl:ch_ln:park-110,Changgyoo Park,KR
fl:je_ln:adam-3,Jean-Marie Adam,FR
fl:fr_ln:daly-3,Francis P. Daly,US
fl:an_ln:berlingieri-1,Anthony Berlingieri,US
083rm7o0y84ah44yrowpfc13s,Gregory J. Flesch,US
fl:sa_ln:tomisawa-1,Satoru Tomisawa,JP
fl:su_ln:ahn-13,Sunggi Ahn,KR
fl:sa_ln:sirinorakul-1,Saravuth Sirinorakul,TH
fl:ra_ln:pugh-4,Randall B. Pugh,US
fl:lo_ln:frank-4,Louis M. Frank,US
fl:be_ln:list-1,Benjamin List,DE
fl:fa_ln:khafizov-1,Farid Khafizov,US
fl:en_ln:rodriguezcavazos-1,Enrique Rodriguez-Cavazos,US
fl:aa_ln:dinwiddie-1,Aaron Hal Dinwiddie,US
fl:cl_ln:kunz-4,Claudia Kunz,DE
fl:je_ln:fahey-3,Jed W. Fahey,US
fl:ge_ln:hammond-12,Geoffrey Robert Hammond,GB
fl:bh_ln:jayantivenkata-1,Bhagavati Kumar Jayanti Venkata,IN
fl:sa_ln:sarraf-1,Sanwal P. Sarraf,US
fl:ed_ln:eggerl-1,Edward M. Eggerl,US
fl:ke_ln:takamoto-4,Kenichi Takamoto,JP
fl:hi_ln:hanami-2,Hidenobu Hanami,JP
fl:st_ln:yuan-1,Stella Yuan,CA
fl:sa_ln:kim-353,Sanggyun Kim,KR
fl:br_ln:saylor-2,Brian K. Saylor,US
fl:ka_ln:lee-6,Kan-Lin Lee,TW
fl:le_ln:kishor-1,Leena Kishor,NZ
fl:ma_ln:seidl-5,Martin Seidl,AT
fl:yu_ln:shimazu-5,Yukihiko Shimazu,JP
fl:do_ln:kerchner-1,Douglas M. Kerchner,US
fl:ti_ln:song-21,Tingting Song,CN
fl:ba_ln:stout-2,Barry Stout,US
083u8nzuxhpm6bvaooo3vwm8f,Andrew F. O'Keeffe,US
fl:pa_ln:dolgas-1,Patrick A. Dolgas,US
fl:sh_ln:mandre-1,Shyam Kishan Mandre,DE
fl:hs_ln:liu-11,Hsing-Pang Liu,US
fl:ta_ln:doumura-1,Tatsuaki Doumura,JP
fl:gi_ln:chevallier-2,Gisele Chevallier,FR
fl:fi_ln:bove-1,Filippo Bove,IT
fl:lu_ln:mcconell-1,Luke McConell,AU
fl:ja_ln:hanemaayer-1,Jacobus N. Hanemaayer,CA
fl:ya_ln:wang-82,Yaming Wang,CN
fl:an_ln:steinert-1,Andreas Steinert,DE
fl:hu_ln:shen-43,Hung-Huai Shen,TW
fl:th_ln:fischmann-2,Thierry O. Fischmann,US
fl:jo_ln:svoboda-1,John M. Svoboda,US
fl:da_ln:neyer-2,David W. Neyer,US
fl:mi_ln:samejima-2,Mitsuru SAMEJIMA,JP
fl:al_ln:shkolnik-1,Alexandr Shkolnik,US
fl:ma_ln:murphy-31,Mark Murphy,AU
fl:ru_ln:zhao-18,Ruiwen Zhao,US
fl:ja_ln:zamel-1,James M. Zamel,US
fl:mi_ln:higginsluthman-1,Michael J. Higgins-Luthman,US
fl:do_ln:rhee-3,Do-Young Rhee,KR
fl:th_ln:strassel-1,Thorsten Strassel,CH
fl:yo_ln:masuda-9,Yoshitomo Masuda,JP
fl:br_ln:way-4,Brendan Way,US
fl:qi_ln:miao-15,Qingyu Miao,CN
fl:qa_ln:khan-1,Qasim KHAN,KR
fl:ma_ln:cortez-4,Martin Cortez,US
fl:gu_ln:fan-19,Guangbin Fan,US
fl:ra_ln:upendran-1,Rajesh UPENDRAN,CA
fl:ch_ln:bouchan-1,Christophe Bouchan,FR
fl:ma_ln:vandermee-1,Marnix Van Der Mee,FR
fl:vi_ln:kavuru-1,Vimal Kavuru,US
fl:ph_ln:mayou-2,Phil Mayou,US
fl:ru_ln:boegel-1,Ruediger Boegel,DE
fl:mi_ln:duckering-1,Michael Duckering,CA
fl:an_ln:polak-3,Andrzej Polak,DE
fl:tr_ln:morey-1,Travis Morey,US
fl:ar_ln:esswein-1,Arthur J. Esswein,US
fl:su_ln:kikuchi-3,Sunao KIKUCHI,JP
fl:sa_ln:sundaram-4,Sairam Sundaram,US
fl:da_ln:yerkovich-1,Daniel Yerkovich,US
fl:by_ln:lee-370,Byeongchul Lee,KR
fl:ke_ln:ishida-14,Kenji Ishida,JP
fl:ro_ln:little-14,Robert K. Little,US
fl:ma_ln:yoshimoto-7,Masafumi Yoshimoto,JP
fl:cr_ln:wheeler-3,Craig Anthony Wheeler,AU
fl:ma_ln:debe-1,Mark K. Debe,US
fl:er_ln:gallup-1,Eric Gallup,US
fl:pa_ln:wall-1,Parker Thomas Wall,US
fl:bi_ln:zheng-1,Bing Zheng,US
fl:li_ln:deng-46,Li Deng,US
fl:je_ln:wang-64,Jenny W. Wang,US
fl:ro_ln:geambasu-1,Roxana Geambasu,US
fl:ta_ln:okuzu-1,Takayoshi Okuzu,JP
fl:le_ln:zhang-38,Le Zhang,US
fl:vi_ln:srinivasan-14,Vishnu Srinivasan,US
083ygxvv0zjf1yvyagl0ah3zt,Alan P. Wilds,US
fl:ja_ln:simon-9,Jaime Simon,US
fl:an_ln:reisman-1,Andrew Reisman,US
fl:pa_ln:gratton-1,Pascal Gratton,CA
fl:bo_ln:mallory-1,Bob Mallory,US
fl:fr_ln:krafft-3,Frederic B. Krafft,US
fl:ja_ln:pedone-3,Jason Pedone,US
fl:ha_ln:fleischer-6,Hans-Jurgen Fleischer,DE
fl:fr_ln:greene-6,Frank E. Greene,US
fl:te_ln:deguchi-3,Tetsuji Deguchi,JP
fl:ja_ln:poynter-1,Jane Poynter,US
fl:ko_ln:shiba-3,Kou Shiba,JP
fl:ia_ln:felmeri-1,Ian Felmeri,IM
fl:sw_ln:basu-2,Swaraj Basu,GB
fl:ma_ln:nogi-2,Masayuki Nogi,JP
fl:hi_ln:takino-2,Hiroshi Takino,JP
fl:pr_ln:akulavenkatavara-1,Prasadarao Akulavenkatavara,US
fl:ka_ln:tokuyama-2,Kaneto Tokuyama,JP
fl:ge_ln:watson-3,George A. Watson,US
fl:wi_ln:martell-1,William A. Martell,US
fl:xi_ln:hou-107,Xiangming HOU,CN
fl:mi_ln:diamantoglou-1,Michael Diamantoglou,DE
fl:ma_ln:tarvin-1,Mark A. Tarvin,US
fl:hi_ln:sasai-4,Hiroshi Sasai,JP
fl:da_ln:singleton-8,David Singleton,GB
fl:an_ln:davies-20,Anthony Davies,GB
fl:je_ln:cohen-9,Jeffrey Ira Cohen,US
fl:hi_ln:takato-2,Hiroshi Takato,JP
fl:al_ln:bohm-2,Alexander Böhm,DE
fl:yu_ln:yang-146,Yue Yang,CN
fl:in_ln:bae-28,In Jun Bae,KR
fl:ed_ln:vandriessche-3,Eddy Van Driessche,BE
fl:na_ln:potti-1,Navneet Potti,US
fl:be_ln:plouvier-1,Bertrand M. C. Plouvier,CA
fl:ya_ln:ohno-6,Yasukazu Ohno,JP
fl:ta_ln:takenaka-12,Takao Takenaka,JP
fl:ya_ln:shimada-9,Yasuhiro Shimada,JP
fl:jo_ln:meuth-1,Joshua Brandon Meuth,US
fl:le_ln:rosati-1,Leonardo Rosati,IT
fl:pa_ln:jacobs-17,Paul Jacobs,US
fl:ga_ln:ramasamy-1,Ganesh Ramasamy,IN
fl:ar_ln:schulde-1,Arnold Schulde,DE
fl:fr_ln:paquette-1,Frederic Paquette,CA
fl:ch_ln:yeung-38,Chuen Kuen Yeung,CN
fl:gi_ln:marijnissen-1,Gillion Herman Marijnissen,NL
fl:lo_ln:coceani-1,Lorenzo Coceani,AT
fl:ju_ln:yao-24,Junfu Yao,CN
fl:ga_ln:leen-1,Gabriel Leen,IE
fl:sa_ln:cherala-1,Saipavan K. Cherala,IN
fl:ro_ln:darrow-2,Robert David Darrow,US
fl:th_ln:sperrfechter-1,Thomas Sperrfechter,CH
fl:ri_ln:matthews-1,Rick Matthews,AU
fl:cr_ln:tsukayama-2,Craig S. Tsukayama,US
fl:ju_ln:tse-1,Judy Y. Tse,US
fl:ha_ln:ikeda-18,Hatsuo Ikeda,JP
fl:ga_ln:jeon-3,Gab Bae Jeon,KR
fl:zh_ln:wei-162,Zhongyang Wei,CN
fl:ku_ln:mikeska-1,Kurt Richard Mikeska,US
fl:ma_ln:ali-5,Mahfuza B. Ali,US
fl:sa_ln:choi-9,Sang Won Choi,KR
fl:ka_ln:toyoshima-3,Katsunori Toyoshima,JP
fl:ju_ln:turnis-1,Justin J. Turnis,US
fl:ke_ln:snodgrass-4,Kenneth L. Snodgrass,US
fl:ch_ln:olson-32,Chris P. Olson,US
fl:mi_ln:diana-3,Michael J. Diana,US
fl:je_ln:lowe-4,Jeffrey Chih-Hou Lowe,GB
fl:sa_ln:kumar-40,Sandeep Kumar,US
fl:st_ln:rossi-6,Steven Rossi,CA
fl:mi_ln:lopez-8,Michael Angel Lopez,AU
fl:jo_ln:kim-73,Joon-ho Kim,KR
fl:ti_ln:chen-90,Ting Yu Chen,TW
fl:ru_ln:petersen-2,Russell Petersen,US
fl:ma_ln:bertuccio-1,Massimo Ernesto Bertuccio,IT
fl:th_ln:fortier-1,Thomas Fortier,US
fl:st_ln:fry-4,Steven A. Fry,US
fl:ku_ln:sripanidkulchai-1,Kunwadee Sripanidkulchai,US
fl:he_ln:legoff-1,Henri Le Goff,FR
fl:ka_ln:ishimaru-5,Kazutoshi Ishimaru,JP
fl:ha_ln:devos-1,Hans De Vos,CH
fl:ni_ln:lanfant-1,Nicolas Pierre LANFANT,FR
fl:qi_ln:yin-27,Qiufeng Yin,CN
fl:ol_ln:kalenychenko-1,Oleksandr Hryhorovych Kalenychenko,UA
fl:sk_ln:pierce-1,Skip A. Pierce,US
fl:pa_ln:lam-10,Patrick Lam,US
fl:ma_ln:hayashi-28,Masayuki Hayashi,JP
fl:jo_ln:pazos-1,Jose F. Pazos,US
fl:is_ln:toyama-2,Isamu Toyama,JP
fl:xu_ln:zhao-91,Xu Zhao,CN
fl:ke_ln:ranucci-1,Kevin J. Ranucci,US
fl:ma_ln:walther-2,Matthew A. Walther,US
fl:ca_ln:cu-1,Catherine Cu,US
fl:mi_ln:matsumoto-15,Mitsuaki Matsumoto,JP
fl:jo_ln:viavattine-2,John Michael Viavattine,US
fl:th_ln:kearney-2,Thomas Paul Kearney,IE
fl:th_ln:dunstan-1,Thanthrimudalige D. J. Dunstan,US
fl:fe_ln:andreu-1,Fernando Andreu,ES
fl:wo_ln:lee-283,Won-Se Lee,KR
0845nw4u68kt11db91u5mucsf,Bense Prerre,FR
fl:er_ln:schubert-1,Erdmann F. Schubert,US
fl:wa_ln:mousa-1,Wail A. Mousa,SA
fl:ro_ln:keller-31,Roger J. Keller,US
0846bn3kdw7ps2ugntt1nvaqk,Frederique Haudricourt,FR
fl:ko_ln:yoshida-33,Kohsaku Yoshida,JP
fl:an_ln:olson-13,Andrew Olson,US
fl:ki_ln:kim-235,Kihyuk Kim,KR
fl:jo_ln:crosetto-1,John J. Crosetto,US
fl:ha_ln:stettler-2,Hans Stettler,CH
fl:ma_ln:arnold-37,Matthias Arnold,DE
fl:ro_ln:ziebarth-1,Robin P. Ziebarth,US
fl:kl_ln:kaspar-1,Klaus P. Kaspar,DE
fl:ja_ln:sexton-6,James S. Sexton,US
fl:la_ln:booton-1,Laurence J Booton,GB
fl:an_ln:falk-3,Andreas Falk,DE
fl:ja_ln:winquist-2,James E. Winquist,US
fl:ta_ln:hatano-4,Takahiro Hatano,JP
fl:jo_ln:maldonado-1,Jose A. Maldonado,US
fl:hi_ln:ushida-1,Hiroshi Ushida,JP
fl:ay_ln:kobayashi-1,Ayano Kobayashi,JP
fl:ja_ln:holman-2,Jay C. Holman,US
fl:jo_ln:halls-2,Jonathan Halls,GB
fl:al_ln:bengtsson-3,Alvar Bengtsson,SE
fl:qi_ln:su-2,Qibin Su,US
fl:an_ln:heckner-1,Andreas Heckner,FR
fl:jo_ln:wright-56,Jonathan WRIGHT,SE
fl:lu_ln:zaniolo-1,Luiz Cesar Zaniolo,US
fl:al_ln:naveh-1,Alon Naveh,IL
fl:in_ln:jong-2,In-Won Jong,KR
fl:am_ln:strongcrawley-1,Amy Caroline Strong Crawley,US
fl:da_ln:knowles-8,David B. Knowles,US
fl:lu_ln:maleki-3,Lutfollah Maleki,US
fl:sa_ln:park-367,Sangcheon Park,KR
fl:to_ln:maekawa-17,Tomonori Maekawa,JP
fl:an_ln:oliveira-8,Ana Cristina Bernardo de Oliveira,PT
0848n8nvg6bui4ypc36uyjaa9,Ilka Liebmann,DE
fl:no_ln:ito-6,Nobuaki Ito,JP
fl:ri_ln:wilde-1,Richard Wilde,US
fl:wi_ln:liu-13,Wing Liu,US
fl:ta_ln:matsudo-5,Tatsuo Matsudo,JP
084974tkciuvehsbbop3kynll,Anja Jamrozik Otto,CA
fl:su_ln:cho-242,Sung Yeon Cho,KR
fl:da_ln:dwyer-9,Daniel R. Dwyer,US
fl:er_ln:finley-3,Eric Finley,US
fl:te_ln:yoshida-23,Tetsushi Yoshida,JP
fl:ra_ln:ravitz-1,Raymond D. Ravitz,US
fl:jo_ln:huebl-1,Jochen Huebl,DE
fl:ka_ln:fechteler-1,Katja Fechteler,DE
fl:gr_ln:clendening-1,Grady A. Clendening,US
fl:mi_ln:tarng-3,Ming-Ren Tarng,US
fl:ka_ln:guthrie-3,Karl Guthrie,US
fl:sh_ln:soejima-5,Shigeo Soejima,JP
fl:ma_ln:enomura-1,Masakazu Enomura,JP
fl:ju_ln:sohn-14,Jung Min Sohn,KR
fl:to_ln:hirosawa-4,Toshiaki Hirosawa,JP
fl:to_ln:fujiwara-43,Tomoharu Fujiwara,JP
fl:ta_ln:hoshimiya-1,Takashi Hoshimiya,JP
fl:ri_ln:freeman-7,Richard B. Freeman,US
fl:no_ln:barton-3,Norma J. Barton,US
fl:ma_ln:koide-16,Masato Koide,JP
fl:na_ln:sugiyama-13,Naonobu Sugiyama,JP
fl:ja_ln:son-29,Jae S. Son,US
fl:gl_ln:dillard-1,Glenn Joseph Dillard,US
fl:hs_ln:lu-68,Hsueh-Han LU,TW
fl:ma_ln:sulibhavi-1,Madhvesh Sulibhavi,IN
fl:ma_ln:takihiro-1,Masatoshi Takihiro,JP
fl:ma_ln:mayer-37,Marcel Mayer,DE
fl:fr_ln:vanaeken-1,Francis Van Aeken,US
fl:sh_ln:kaneko-57,Shinji Kaneko,JP
084bkc07wih3bb00xdsx11q90,Frank Mayoras,US
fl:gu_ln:pottker-1,Gustavo Pottker,US
fl:da_ln:saar-2,David A. Saar,US
fl:yu_ln:takagi-22,Yukihito Takagi,JP
fl:ca_ln:schmalzried-1,Carl Schmalzried,US
fl:sa_ln:lauro-1,Sal T. Lauro,US
fl:do_ln:kong-14,Dong-Keon Kong,KR
fl:ak_ln:kudo-6,Akihiko Kudo,JP
fl:ke_ln:diefendorff-1,Keith E. Diefendorff,US
fl:se_ln:chilukuri-1,Seshagiri Chilukuri,US
fl:ra_ln:goodrich-1,"Raymond P. Goodrich, Jr.",US
fl:da_ln:o'brien-28,David John O'Brien,GB
fl:ki_ln:kumagawa-2,Kiyoshi Kumagawa,JP
fl:al_ln:mackenzie-3,Alexander Roderick MacKenzie,US
fl:gi_ln:conti-8,Giovanni Conti,IT
fl:fr_ln:bottari-2,Frank J. Bottari,US
fl:mi_ln:bourke-1,"Michael J. Bourke, III",CA
fl:et_ln:sternberg-1,Ethan Sternberg,CA
fl:ku_ln:malik-4,Kuldip R. Malik,US
fl:di_ln:weber-2,Dietmar Weber,DE
fl:se_ln:shiraki-2,Seiji SHIRAKI,JP
fl:jo_ln:snavely-2,John Snavely,US
fl:ji_ln:heo-29,Jin-Seok Heo,KR
fl:sh_ln:qawami-1,Shekoufeh Qawami,US
fl:my_ln:kang-81,Myunggil Kang,KR
fl:we_ln:schustereder-1,Werner Schustereder,AT
fl:ai_ln:ross-1,Aimee M. Ross,US
fl:yo_ln:komori-7,Yoshinori Komori,JP
fl:je_ln:schroth-1,Jennifer Schroth,US
fl:ba_ln:venu-1,Balaji Venu,GB
fl:ma_ln:kubota-14,Masataka Kubota,JP
fl:jo_ln:bruno-2,John J. Bruno,US
fl:an_ln:baker-6,Anthony E. Baker,CA
fl:sa_ln:asahi-3,Satoshi Asahi,JP
fl:ri_ln:dame-2,Richard E. Dame,US
fl:sr_ln:keesara-1,Srikanth Keesara,US
fl:gi_ln:addiego-2,Ginetto Addiego,US
fl:sc_ln:liebelt-1,Scott Liebelt,US
fl:cy_ln:bowers-1,Cyril Y. Bowers,US
fl:kl_ln:priess-1,Klaus-Albert PRIESS,DE
fl:ji_ln:jeong-26,Ji Wook Jeong,KR
fl:jo_ln:coenen-4,Joseph D. Coenen,US
fl:ph_ln:winston-3,"Philip E. Winston, Jr.",US
084f9u73v4tvxe8tm0l14wopz,Terri Tugmon,US
fl:ju_ln:birk-1,Jurgen Birk,DE
fl:do_ln:gill-10,Donald H. Gill,US
fl:ra_ln:mahajan-5,Ravindranath V. Mahajan,US
084fm1gxegsj2q6jhxa73z6jl,Gurnam S. Bharj,GB
fl:we_ln:xu-72,Weihao Xu,US
fl:ke_ln:lyon-5,Kent David Lyon,US
fl:he_ln:chu-24,Henry C. Chu,US
fl:de_ln:perrillat-1,Denis Perrillat,FR
fl:an_ln:lachance-2,Andrew Keith LaCHANCE,US
fl:se_ln:jeon-166,Seungo Jeon,KR
fl:br_ln:eaton-14,Bryan Eaton,US
fl:ep_ln:wu-1,Ephrem C. Wu,US
fl:je_ln:farcy-1,Jean-Claude Farcy,FR
fl:ji_ln:sheng-39,Jia Sheng,CN
fl:sy_ln:kashmiri-1,Syed V. S. Kashmiri,US
fl:al_ln:knerr-1,Allan R. Knerr,US
fl:re_ln:pedrazzi-2,Reinhard Pedrazzi,CH
fl:al_ln:meilland-2,Alain A. Meilland,FR
fl:vl_ln:lebedev-5,Vladimir K. Lebedev,UA
fl:ar_ln:samtani-1,Archana Samtani,US
fl:sa_ln:hallander-1,Sara Hallander,SE
fl:th_ln:sasada-1,Thomas Bryan Sasada,US
fl:yo_ln:asai-24,Yosuke Asai,JP
fl:yo_ln:nagami-2,Yoshinari Nagami,JP
fl:je_ln:engleman-1,Jerry H. Engleman,US
fl:sa_ln:itoh-15,Sayuri Itoh,JP
fl:gu_ln:weiss-4,Guido Weiss,DE
fl:le_ln:jiao-1,Lei JIAO,CN
fl:se_ln:hijikata-2,Seiji Hijikata,JP
fl:hi_ln:muratani-1,Hirofumi Muratani,JP
fl:lu_ln:ji-5,Lusheng Ji,US
fl:ne_ln:malenkovich-1,Nelly Malenkovich,US
fl:yi_ln:mao-24,Yi Mao,CN
fl:da_ln:zheng-9,Dao-Cai Zheng,CN
fl:ak_ln:saitoh-9,Akio Saitoh,JP
fl:cu_ln:thornton-2,Curtis W. Thornton,US
fl:jo_ln:castoe-1,John H. Castoe,US
fl:kr_ln:zabala-2,Kristoffer Zabala,US
fl:ri_ln:gaggl-1,Richard Gaggl,AT
fl:hu_ln:zhu-82,Hualin Zhu,CN
fl:vi_ln:shamanna-2,Vinayak Shamanna,US
fl:mi_ln:weber-18,Michael E. Weber,US
fl:se_ln:buljan-3,Sergej-Tomislav Buljan,US
fl:so_ln:miyano-1,Sotaro Miyano,JP
fl:te_ln:makela-2,Tero Makela,FI
fl:lo_ln:risch-1,Lothar Risch,DE
fl:yu_ln:li-474,Yudong Li,CN
fl:ro_ln:thompson-51,Ronald L. Thompson,US
fl:sh_ln:xia-37,Shaohua Xia,CN
fl:yo_ln:tashiro-17,Yoshihisa Tashiro,JP
fl:ta_ln:kim-47,Tae Yoon Kim,KR
fl:ei_ln:gosyo-1,Eisaku Gosyo,JP
084jt753ieqfnn9xijmky3hyc,Thien Huynh Luong,CH
fl:mi_ln:yan-42,Miaolei Yan,US
fl:li_ln:tseng-18,Li-Tien Tseng,TW
fl:di_ln:kumar-13,Dinesh Kumar,IN
fl:se_ln:carpentier-1,Serge Carpentier,FR
fl:mo_ln:spronken-1,Monique I.J. Spronken,NL
fl:ba_ln:loberg-1,Barrie A. Loberg,CA
fl:de_ln:strunk-3,Detlef Strunk,DE
fl:ad_ln:harb-1,Adrian Z. Harb,US
fl:ta_ln:kogure-5,Tatsuya Kogure,JP
fl:an_ln:borsboom-4,Antonious M. Borsboom,SG
fl:el_ln:ranalli-1,Eliseo Ranalli,US
fl:to_ln:kashiwagura-1,Toshimi Kashiwagura,JP
fl:ca_ln:montalvo-2,Carlos Montalvo,US
fl:ta_ln:niibune-1,Takamitsu Niibune,JP
fl:fr_ln:hsieh-4,Frank Hsieh,TW
fl:an_ln:faucher-1,Anne-Marie Faucher,CA
fl:am_ln:kundu-5,Amit Kundu,TW
fl:ge_ln:duffy-1,"Gerald William Duffy, Jr.",US
fl:ts_ln:noda-3,Tsugio Noda,JP
fl:ch_ln:koetje-1,Christopher R. Koetje,US
fl:al_ln:dubrovsky-2,Aleksandr Dubrovsky,US
fl:sy_ln:takiguchi-2,Syoji Takiguchi,JP
fl:as_ln:matsushita-1,Asuka Matsushita,JP
fl:ro_ln:green-12,Roger Green,US
fl:fr_ln:gribshaw-1,Franklin C. Gribshaw,US
fl:ju_ln:sakano-2,Junichi Sakano,JP
fl:jo_ln:herweh-1,John E. Herweh,US
fl:hi_ln:oxseth-1,Hilde Angelfoss Oxseth,NO
fl:pa_ln:pierce-3,Pamela A. Pierce,US
fl:ja_ln:sorensen-17,Jakob Mann Sorensen,DK
fl:st_ln:mirdo-1,Stephen Mirdo,US
fl:pe_ln:juarez-1,Peter D. Juarez,US
fl:ce_ln:durand-1,Cédric Durand,FR
fl:ma_ln:hafner-2,Matthew Troy Hafner,US
fl:yo_ln:sakurai-28,Yoshihiko Sakurai,JP
fl:an_ln:kumar-22,Anil Kumar,US
fl:st_ln:mobley-2,Stephen Mobley,US
fl:he_ln:clark-17,Helen Clark,US
fl:p._ln:cook-1,P. Dan Cook,US
