inventor_id,name,country
fl:ji_ln:singh-13,Jitendra Pratap Singh,IN
fl:ta_ln:yamanaka-26,Takaya Yamanaka,JP
fl:ru_ln:fox-1,Russell Fox,US
fl:ha_ln:zheng-118,Haihong Zheng,US
fl:to_ln:yamaguchi-34,Tomoya Yamaguchi,JP
fl:la_ln:chan-43,Lap Chan,US
fl:wi_ln:nelson-25,William R. Nelson,GB
fl:ka_ln:ludewig-1,Karsten Ludewig,DE
fl:fr_ln:lubrano-1,Francis M. Lubrano,US
fl:yu_ln:handa-4,Yusuke Handa,JP
fl:er_ln:amann-1,Erich Amann,DE
fl:ri_ln:posner-2,Richard G. Posner,US
fl:di_ln:welch-1,Dick P. Welch,US
fl:ma_ln:holt-14,Matthew P. Holt,US
fl:ch_ln:siemers-1,Christian Siemers,DE
fl:pa_ln:mccormack-2,Paul McCormack,AU
fl:bi_ln:hartley-1,Bill D. Hartley,US
fl:su_ln:snoek-1,Susanne Anna Snoek,NL
fl:hi_ln:kampasi-1,Himani Kampasi,IN
fl:ch_ln:chang-1458,Chienchung Chang,US
fl:pa_ln:braxton-2,Paul E. Braxton,US
fl:jo_ln:gray-61,Jordan Gray,US
fl:yu_ln:su-69,Yu-Ti Su,TW
fl:ch_ln:wu-1238,CHING-CHUNG WU,TW
fl:eu_ln:duan-1,Eugene DUAN,US
fl:da_ln:britt-6,David William Britt,US
fl:ha_ln:ericsson-1,Hans Ericsson,SE
fl:ta_ln:namekawa-1,Takashi Namekawa,JP
fl:do_ln:wilson-46,Doyle E. Wilson,US
fl:st_ln:krupa-1,Steven L. Krupa,US
fl:go_ln:obegi-1,Goffril Obegi,US
fl:ma_ln:kawamura-37,Masaharu Kawamura,JP
fl:jo_ln:ballis-2,Joseph A. Ballis,US
fl:ta_ln:hosokawa-31,Takeshi Hosokawa,JP
fl:an_ln:steiner-3,Anders Steiner,SE
fl:je_ln:gray-32,Jeff Gray,US
fl:an_ln:rao-37,Anil Rao,US
fl:to_ln:hirao-17,Toyomi Hirao,JP
fl:la_ln:cummings-3,Larry J. Cummings,US
fl:sa_ln:pelo-1,Sandro Pelo,IT
fl:al_ln:broadway-1,Alexander R. W. Broadway,Unknown
fl:pe_ln:sanguinetti-1,Peter Sanguinetti,US
fl:st_ln:gustafsson-2,Stefan Gustafsson,SE
fl:to_ln:howard-2,Todd A Howard,US
fl:mi_ln:rycyzyn-1,Michael Rycyzyn,US
fl:bo_ln:lee-60,Bong-Keun Lee,KR
fl:sh_ln:iwasaki-18,Shinichi Iwasaki,JP
fl:to_ln:mitt-1,Toomas Mitt,US
fl:ya_ln:li-254,Yan Li,CN
02qoozyg2e9ogvp7zj13ao2k7,Margaret Elizabeth Nevils Easley,US
fl:pe_ln:lipa-1,Peter Lipa,US
fl:gr_ln:murphy-5,"Grant J. Murphy, Jr.",US
02qow0hfjf0w2ocyq3devy48e,Amir H. Salek,US
fl:co_ln:coots-1,Coty T. Coots,US
fl:em_ln:danna-1,Emilie Jeanne Anne Danna,US
fl:ra_ln:abildgren-1,Rasmus Abildgren,DK
fl:ma_ln:hollwarthoberholz-1,Marc-Oliver Höllwarth-Oberholz,DE
fl:to_ln:skiba-2,Tommy Skiba,US
fl:al_ln:grechishkin-2,Alexander V. Grechishkin,RU
fl:st_ln:zhou-8,Steve Zhou,US
fl:ch_ln:down-2,Chris Down,US
fl:ev_ln:quisenberry-1,Evan Edward Quisenberry,US
fl:ro_ln:morrish-1,Robert B. Morrish,US
fl:ar_ln:papasakellariou-2,Aristides Papasakellariou,US
fl:hi_ln:sugahara-6,Hirohide Sugahara,JP
fl:mi_ln:christ-1,Michael Christ,DE
fl:er_ln:landi-2,Ernie Landi,US
fl:lo_ln:barbato-2,Louis J. Barbato,US
fl:ga_ln:giesler-1,Gary D. Giesler,CA
fl:jo_ln:lee-288,John Lee,US
fl:ak_ln:fujisaki-3,Akihiko Fujisaki,JP
fl:jo_ln:dipert-2,Joshua J. Dipert,US
fl:da_ln:turner-33,David G. Turner,US
fl:ro_ln:mueller-8,Robert W. Mueller,US
fl:ro_ln:west-12,Robert C. West,US
fl:gu_ln:crass-2,Guenther Crass,DE
fl:by_ln:jeong-40,Byunghoon Jeong,KR
fl:sy_ln:yanagisawa-2,Syou Yanagisawa,JP
fl:ba_ln:pugazhendhi-1,Bagath Pugazhendhi,US
fl:wa_ln:abdelshahid-2,Wafik Abdel Shahid,US
fl:fr_ln:gates-2,Frank Vernon Gates,US
fl:ke_ln:mizuma-1,Kensuke Mizuma,JP
fl:hs_ln:chang-23,Hsien-Wen Chang,TW
fl:sc_ln:uhland-1,Scott A. Uhland,US
fl:jo_ln:schaar-1,Johannes Antonius Schaar,NL
fl:sc_ln:rozmarynowski-1,Scott Ryan Rozmarynowski,US
fl:ke_ln:yeo-3,Kee Yen Yeo,US
fl:er_ln:huang-21,Eric Huang,US
fl:br_ln:mermer-1,Brion Mermer,US
fl:ka_ln:nakayama-25,Kazuhiro Nakayama,JP
fl:de_ln:marpe-2,Detlev Marpe,DE
fl:ro_ln:heiberger-2,Robert A. Heiberger,US
fl:an_ln:antesberger-1,Anthony Wayne Antesberger,US
fl:wi_ln:garrett-7,William E. Garrett,US
fl:ru_ln:gehrke-1,Russell P. Gehrke,US
fl:to_ln:gotoh-14,Tomohiko Gotoh,JP
fl:ma_ln:mengel-2,Markus Mengel,DE
fl:ja_ln:ulbrecht-1,Jan Ulbrecht,US
fl:hu_ln:svendsen-1,Hugh Svendsen,US
fl:ja_ln:glessner-2,James Glessner,US
fl:da_ln:daly-6,Daniel F. Daly,US
fl:ud_ln:bodmer-1,Udo Bodmer,DE
fl:to_ln:kakeda-1,Tomoaki Kakeda,JP
fl:ta_ln:mitate-1,Takehito Mitate,JP
fl:pa_ln:maeda-1,Patrick Y. Maeda,US
fl:je_ln:jarrett-5,Jeremy David Jarrett,US
fl:ce_ln:airaud-2,Cedric Denis Robert Airaud,FR
fl:ro_ln:chavez-8,Rocio Chavez,MX
fl:ma_ln:zanchi-2,Marta Gaia Zanchi,US
fl:si_ln:foxon-1,Simon Foxon,GB
fl:mo_ln:tamura-1,Motoshi Tamura,JP
fl:br_ln:larson-8,Brent Hans Larson,US
fl:va_ln:parihar-1,Vanil Parihar,US
fl:ma_ln:yoshimura-29,Manabu Yoshimura,JP
fl:ji_ln:safar-1,Jiri Safar,US
fl:kr_ln:hege-1,Kristen Mae Hege,US
fl:jo_ln:farah-6,John Farah,US
fl:to_ln:kikuchi-9,Tomoko Kikuchi,JP
fl:ju_ln:lim-79,JuiJing Lim,SG
fl:po_ln:hu-12,Po Hu,US
fl:be_ln:kressner-1,Bernhardt E. Kressner,US
fl:bi_ln:chen-71,Billy Chen,US
fl:ge_ln:loeffler-2,Gerhard Loeffler,DE
fl:ol_ln:belik-1,Oleg Belik,NL
fl:ei_ln:yamakawa-3,Eiji Yamakawa,JP
fl:sc_ln:cheslock-1,Scott R. Cheslock,US
fl:mi_ln:hirata-20,Mitsuo Hirata,JP
fl:li_ln:bucci-1,Liam David Bucci,US
fl:st_ln:ventling-1,Steve Ventling,US
fl:ya_ln:fujiwara-9,Yasuhisa Fujiwara,JP
fl:we_ln:chang-270,Wei-Jen Chang,TW
fl:th_ln:baker-8,Thomas A. BAKER,US
fl:ka_ln:nishiyama-29,Kaori Nishiyama,JP
fl:jo_ln:moshopoulos-1,John Moshopoulos,CA
fl:al_ln:gendraud-1,Alain Dominique Gendraud,FR
fl:ol_ln:mjelde-1,Olaf Mjelde,US
fl:qi_ln:chen-271,Qitian Chen,CN
fl:ta_ln:shimizu-38,Takeshi Shimizu,JP
fl:br_ln:thoerner-1,Brigitte Thoerner,DE
fl:an_ln:wang-63,An-Sung Wang,TW
fl:ch_ln:lu-142,Chih-Hung Lu,TW
fl:uw_ln:siebke-1,Uwe Siebke,DE
fl:je_ln:dods-1,Jeffrey Alton Hugh Dods,CA
fl:an_ln:decortanze-1,Andre de Cortanze,FR
fl:mi_ln:deng-7,Mingge Deng,US
fl:fi_ln:bartoli-1,Filbert J. Bartoli,US
fl:ke_ln:crookshanks-2,Kent Allen Stephen Crookshanks,US
fl:da_ln:tabayashi-1,Daiji Tabayashi,JP
fl:ni_ln:germain-1,Nicolas GERMAIN,FR
fl:da_ln:zatorski-2,Darek Tomasz Zatorski,US
fl:mi_ln:gessner-3,Michael Gessner,US
fl:ma_ln:eisenhauer-2,Mark P. Eisenhauer,US
fl:br_ln:laundry-1,Bradford Laundry,US
fl:j._ln:spence-1,J. Loyd Spence,US
fl:ga_ln:duren-1,Gary S. Duren,US
fl:ei_ln:nagata-1,Eiji Nagata,JP
fl:or_ln:jonsson-2,Orn Ingvi Jonsson,IS
fl:ka_ln:soder-2,Kari Söder,FI
fl:jo_ln:putman-4,John B. Putman,US
fl:ri_ln:rosenbloom-2,Richard Rosenbloom,US
fl:ja_ln:yoo-28,Jae Hyoun Yoo,KR
fl:fr_ln:chan-2,Francis Yee-Dug Chan,US
fl:te_ln:uemura-4,Tetsuya Uemura,JP
fl:sr_ln:krishnan-19,Sreenivas Krishnan,US
fl:ka_ln:ohnishi-5,Kazuhiro Ohnishi,JP
fl:yi_ln:jhao-2,Yi-Syuan Jhao,Unknown
fl:ed_ln:puchelle-1,Edith Puchelle,FR
fl:al_ln:vaneenennaam-1,Alison Van Eenennaam,US
fl:da_ln:gauthier-3,David L Gauthier,CA
fl:ja_ln:kegerreis-1,James E. Kegerreis,US
fl:ka_ln:toda-12,Kazuo Toda,JP
fl:pe_ln:ranjan-1,Peeyush Ranjan,US
fl:he_ln:schmidt-10,Henrik Schmidt,DK
02qznbjpahol3copfa1j19hx8,G. Peleman,BE
fl:ti_ln:mcardle-1,Timothy J. McArdle,US
fl:al_ln:pocius-1,Alphonsus V. Pocius,US
fl:ru_ln:zheng-11,Ruiming ZHENG,CN
fl:to_ln:satonaka-2,Tomoya Satonaka,JP
fl:zh_ln:tian-97,Zhongqiang Tian,CN
02r05ndayzgh4iky94d11ljks,Melvin Braaten,US
fl:ja_ln:maissa-1,Jacques Maissa,US
fl:gu_ln:wang-81,Guang Wang,CN
fl:vi_ln:auvray-1,Vincent Auvray,US
fl:cl_ln:miller-36,Clifford E. Miller,US
fl:sp_ln:tuell-1,Spencer Tuell,US
fl:sh_ln:li-23,Shangning Li,JP
fl:ta_ln:kameyama-2,Tatsuya Kameyama,JP
fl:sh_ln:venkatesha-1,Sharath Venkatesha,US
fl:ch_ln:lawrence-12,Christine Lawrence,US
fl:li_ln:graine-1,Lila Graine,FR
fl:da_ln:chen-70,David Zhi Chen,US
fl:na_ln:patel-60,Naresh C. Patel,US
fl:ro_ln:joss-2,Robert Joss,CA
fl:ri_ln:lukes-1,Richard W. Lukes,US
fl:di_ln:communi-1,Didier Communi,BE
fl:an_ln:grattan-1,Antony F. Grattan,US
fl:wi_ln:ball-5,William T. Ball,US
fl:at_ln:umezaki-1,Atsushi Umezaki,JP
fl:do_ln:park-46,Dong-Jin Park,KR
fl:do_ln:macleod-8,Douglas MacLeod,US
fl:st_ln:gerfast-1,Sten R. Gerfast,US
fl:ma_ln:miyamoto-14,Masayoshi Miyamoto,JP
fl:gr_ln:mcbride-1,Gregory E. McBride,US
fl:mi_ln:harnischfeger-1,Michael HARNISCHFEGER,DE
fl:al_ln:kodorkin-1,Alexander Kodorkin,RU
fl:vl_ln:gurevich-1,Vladimir Gurevich,US
fl:ry_ln:warren-2,Ryon Warren,US
fl:ri_ln:gioscia-1,Rich Gioscia,US
fl:wi_ln:kuester-2,Wilhelm Kuester,DE
fl:ju_ln:hase-1,Junichi Hase,JP
fl:vo_ln:neubauer-1,Volker Neubauer,AT
fl:jo_ln:hajek-1,Josef Hajek,DE
fl:ch_ln:fuhrmeister-1,Christian Fuhrmeister,DE
fl:be_ln:forghani-1,Behdad Forghani,US
fl:ro_ln:dixon-2,"Robert E. Dixon, Jr.",US
fl:iv_ln:sutherland-2,Ivan E. Sutherland,US
fl:hi_ln:minakawa-1,Hidetaka Minakawa,JP
fl:jo_ln:park-324,Jong Jun PARK,KR
fl:pi_ln:garner-1,Pierre Garner,FR
02r3hisiz3f36y3jq0dusetz0,Thomas Cudmore,US
fl:vi_ln:yedikian-1,Viken Yedikian,US
fl:se_ln:kim-103,Seung Wook Kim,US
fl:hi_ln:miura-42,Hirotsuna Miura,JP
fl:ke_ln:nakajima-4,Kentaro Nakajima,JP
fl:at_ln:yao-1,Atsushi Yao,JP
fl:se_ln:yoo-109,Seungyeol Yoo,KR
fl:an_ln:solomon-1,Andrew N. Solomon,US
fl:ma_ln:kawano-20,Masahiro Kawano,JP
fl:ma_ln:kanbe-9,Masayoshi Kanbe,JP
fl:be_ln:salvador-1,Beate Salvador,DE
fl:ch_ln:scholz-3,Christoph Scholz,DE
fl:ju_ln:heo-8,Jung-Hun Heo,KR
fl:mi_ln:akatsu-4,Mitsuharu Akatsu,JP
fl:we_ln:zhang-156,Wei Zhang,CN
02r4vz6rz8asi5tr8e8iqouij,Axel Schroeter,US
02r4w3lead56ts7gsdpgnxf0g,Joseph B. S. Zijlmans,US
fl:ca_ln:winefordner-1,Carl Winefordner,US
02r5f5gn504igmqhvqfq43yvg,Ivan Stefanov Varlev,BG
fl:ch_ln:lin-460,Chien-Ting Lin,TW
fl:su_ln:saito-10,Suguru SAITO,JP
fl:r._ln:duckworth-2,R. James Duckworth,US
fl:xi_ln:chen-246,Xin Chen,GB
fl:ta_ln:saito-68,Takashi Saito,JP
fl:wo_ln:hetzel-1,Wolfgang Hetzel,DE
fl:va_ln:madhuri-1,Vanguri Madhuri,US
fl:ta_ln:morimoto-23,Takashi Morimoto,JP
fl:ta_ln:hayashi-39,Takuya Hayashi,JP
fl:ch_ln:thiessen-1,Chris Thiessen,CA
fl:jo_ln:kosak-2,Joy KOSAK,US
fl:ke_ln:smith-139,Keith Smith,US
fl:ni_ln:seeboth-1,Nicolas Seeboth,FR
fl:pe_ln:dimaria-1,Peter C. DiMaria,US
fl:sh_ln:kodama-14,Shinji Kodama,JP
fl:ch_ln:uchendu-2,Chika Uchendu,US
fl:da_ln:park-51,Dan Mcfarland Park,US
fl:av_ln:prasad-1,Avvari Krishna Prasad,US
fl:jo_ln:dean-17,John J. Dean,US
fl:da_ln:martin-77,Daniel George Martin,CA
fl:mi_ln:sobo-1,Michael D. Sobo,US
fl:su_ln:periyagaram-2,Subramaniam Periyagaram,US
fl:ju_ln:mcnew-2,Justin Paul McNew,US
fl:la_ln:stead-1,Larry Stead,US
fl:sa_ln:shah-88,Sandip Shah,US
fl:ya_ln:shibata-15,Yasushi Shibata,JP
fl:ju_ln:gao-15,Juwen Gao,US
fl:ju_ln:eslava-1,Juan P. Eslava,US
fl:ge_ln:callan-2,Gerald W. Callan,US
fl:vo_ln:schmidt-1,Volkmar Schmidt,DE
fl:ev_ln:barber-3,"Everett M. Barber, Jr.",US
fl:ro_ln:li-53,Rongzhong Li,CN
fl:yo_ln:kim-96,Yong Jae Kim,KR
fl:ch_ln:kong-8,Ching Tom KONG,CN
fl:go_ln:yu-6,Gordon Yu,TW
fl:ma_ln:reinhold-2,Mark B. Reinhold,US
fl:je_ln:gleason-1,Jeffrey N. Gleason,US
fl:fa_ln:aram-1,Farbod Aram,US
fl:ta_ln:muto-3,Tadashi Muto,JP
fl:ch_ln:lee-1726,Chang-Yong Lee,KR
fl:ke_ln:kanehori-1,Keiichi Kanehori,JP
fl:da_ln:hinklin-1,Darrell W. Hinklin,US
fl:jo_ln:shain-2,Joseph Shain,IL
fl:ke_ln:suzuki-35,Kenji Suzuki,JP
fl:gr_ln:johnson-61,Graham Johnson,US
fl:ya_ln:cassuto-1,Yair Cassuto,IL
fl:do_ln:boles-2,Don E. Boles,US
fl:bo_ln:martinezhuerta-1,Borja Martinez Huerta,ES
fl:ma_ln:zaugg-2,Matt Zaugg,US
fl:pi_ln:wouters-1,Pierre Wouters,NL
fl:ch_ln:brown-115,Charles R. Brown,GB
fl:go_ln:bundy-1,Gordon L. Bundy,US
fl:ya_ln:yu-93,Yajun Yu,CN
fl:jo_ln:hur-13,Joonhoi Hur,US
fl:an_ln:hanft-1,Andreas Hanft,DE
fl:jo_ln:fehring-1,John David Fehring,US
02r936cvbxf0dsi2m6gsclhkr,Cecilia Lenk,US
fl:hu_ln:hsu-85,Hung-Heng Hsu,TW
fl:lo_ln:sanker-1,Lowell Alan Sanker,US
fl:te_ln:takeuchi-14,Terumasa Takeuchi,US
fl:yu_ln:horikawa-11,Yuta Horikawa,JP
fl:mo_ln:soejima-1,Motohiro Soejima,JP
fl:ro_ln:crossley-2,Robin Crossley,GB
fl:hu_ln:marks-2,Hubert Marks,DE
fl:va_ln:raghuvaran-1,Vaishnav Raghuvaran,IN
fl:su_ln:oh-50,Sung Taek Oh,KR
fl:ri_ln:mehbubani-1,Ritesh Mehbubani,US
fl:hi_ln:ichikawa-39,Hirotaka Ichikawa,JP
fl:na_ln:du-5,Nan Du,US
fl:he_ln:hartman-2,Heather Hartman,US
fl:yi_ln:wang-519,Ying Wang,US
fl:in_ln:dor-1,Inka Dor,IL
fl:su_ln:maddela-1,Surender Maddela,US
fl:ry_ln:morita-4,Ryoutarou Morita,JP
fl:ye_ln:oh-10,Yeon Taek Oh,KR
fl:mi_ln:schmidtkretschmer-1,Michael Schmidt-Kretschmer,DE
fl:ja_ln:wysopal-2,Jan Wysopal,US
fl:ji_ln:park-66,Jin-Woo Park,KR
fl:ro_ln:bily-1,Robert R. Bily,US
fl:ma_ln:doyle-5,Matthew Joseph Doyle,US
fl:wu_ln:hsieh-5,Wu-Hong Hsieh,TW
fl:d._ln:bell-2,D. Michael Bell,US
fl:hr_ln:rao-1,Hrishikesh Rao,US
fl:ho_ln:toda-1,Honoka TODA,JP
fl:se_ln:turkmen-1,Sezai Turkmen,DE
fl:er_ln:bretschneider-3,Eric Bretschneider,US
fl:ch_ln:zhang-454,Chengfeng ZHANG,CN
fl:mi_ln:zhu-36,Mingwei Zhu,US
fl:dy_ln:parker-1,Dylan Parker,US
fl:ka_ln:hata-18,Kanji Hata,JP
fl:re_ln:grade-1,Reinhardt Grade,DE
fl:ra_ln:glauning-1,Rainer Glauning,DE
fl:gi_ln:ferri-3,Giuseppe Ferri,IT
fl:ku_ln:tsuchida-3,Kunio Tsuchida,JP
fl:sa_ln:kayara-1,Sammy Kayara,US
fl:ma_ln:hampton-10,Mark C. Hampton,FR
fl:el_ln:vileno-1,Elizabeth Marie Vileno,US
fl:ch_ln:hwang-111,Charlie C. Hwang,US
fl:jo_ln:boylan-2,John Richard Boylan,US
fl:su_ln:yang-1,Suz-Chou Yang,TW
fl:co_ln:ochitwa-1,Cory W. K. Ochitwa,CA
fl:hr_ln:kristinsdottir-1,Hronn Kristinsdottir,IS
fl:gu_ln:mousseau-1,Guy Mousseau,CA
fl:pe_ln:alef-1,Peter Alef,US
fl:ch_ln:lehmuth-1,Christopher G. Lehmuth,US
fl:wa_ln:muller-5,Walter Müller,SE
fl:qi_ln:yuan-50,QingHui Yuan,US
fl:ch_ln:pierrat-1,Christophe Pierrat,US
fl:vi_ln:simonds-2,Vincent J. Simonds,US
fl:er_ln:zielinski-1,Ernst Zielinski,DE
fl:pa_ln:leino-1,Pasi Leino,GB
fl:ha_ln:hang-8,Haicun Hang,CN
fl:pe_ln:nightingale-2,Peter D. Nightingale,US
fl:hy_ln:kwon-118,Hyoung Jin Kwon,KR
fl:po_ln:yen-7,Po-Hsun Yen,TW
fl:th_ln:kastner-1,Theodore A. Kastner,US
fl:fe_ln:londono-1,Federico Rueda Londono,DK
fl:so_ln:li-23,Song Li,DE
fl:je_ln:miller-34,Jeffrey S. Miller,US
fl:gi_ln:hawkins-2,Gilbert A. Hawkins,US
fl:yu_ln:yasui-8,Yuji Yasui,JP
fl:fr_ln:clegg-1,Frank Clegg,US
fl:ja_ln:rosen-5,James L. Rosen,US
fl:ki_ln:gibson-3,Kirk R. Gibson,US
fl:ju_ln:nakano-3,Junko Nakano,JP
fl:ha_ln:schmidt-19,Hans-Joachim Schmidt,DE
fl:vi_ln:massey-2,Victor Massey,US
fl:tr_ln:mejer-1,Troels Kofoed Mejer,DK
fl:yo_ln:arai-18,Yoshiaki Arai,JP
fl:le_ln:beitel-1,Lenore Beitel,CA
fl:bl_ln:darche-1,Blake Darche,US
fl:ha_ln:braun-9,Hans-Juergen Braun,CH
fl:al_ln:falkowski-1,Alan G. Falkowski,US
fl:ch_ln:chiang-298,Chih Chiang,TW
fl:ru_ln:seibl-1,Rudolf Seibl,DE
fl:ch_ln:que-3,Chengwen Que,CN
fl:co_ln:walter-1,Collin Walter,US
fl:sa_ln:ueda-18,Satoko Ueda,JP
fl:ma_ln:laumeier-1,Marc Laumeier,DE
fl:ra_ln:krumbacher-1,Rainer Krumbacher,DE
fl:no_ln:chin-2,Norman M. Chin,US
fl:su_ln:dravida-2,Subrahmanyam Dravida,US
fl:si_ln:devarakonda-2,Sivantha Devarakonda,US
fl:ch_ln:li-1156,Chaojun Li,CN
fl:da_ln:allison-21,David Allison,US
02rfexr1muz1uk22dqtyr9ti5,Giovanni Codenotti,IT
fl:co_ln:seaman-2,Conrad Delbert Seaman,CA
fl:jo_ln:allen-57,John Allen,US
fl:sh_ln:imura-1,Shinya Imura,JP
fl:wi_ln:schreiber-3,William F. Schreiber,US
fl:na_ln:kawamura-10,Naoto Kawamura,Unknown
fl:ak_ln:tanaka-25,Akio Tanaka,US
fl:da_ln:cooke-7,David Lawrence Cooke,US
fl:zh_ln:jiang-230,Zhiliang Jiang,CN
fl:mi_ln:chahal-1,Mindy Chahal,US
fl:xi_ln:jia-5,Xiao-Chi Jia,US
fl:ge_ln:main-4,George W. Main,US
fl:mi_ln:viselli-1,Michael A. Viselli,US
fl:st_ln:neiman-1,Steven Neiman,US
fl:al_ln:kendler-1,Alison Kendler,US
fl:yu_ln:sato-46,Yukio Sato,JP
fl:ki_ln:kaja-1,Kiran Kaja,US
fl:ma_ln:saiz-2,Manuel Munoz Saiz,ES
fl:ra_ln:konik-1,Rafal P. Konik,US
fl:pe_ln:gallo-1,Perry J. Gallo,US
fl:he_ln:lau-9,Herbert Chi-Yuen Lau,CN
fl:xi_ln:su-98,Xing Su,US
fl:at_ln:towata-1,Atsuya Towata,US
fl:ya_ln:iijima-2,Yasushi Iijima,JP
fl:an_ln:birkhold-2,Annette Birkhold,DE
fl:ro_ln:drury-3,Robert Drury,US
fl:un_ln:kwon-1,Unoh Kwon,US
fl:ma_ln:ebbenga-1,Mark Ebbenga,US
fl:de_ln:fredankey-1,"Devon Fredankey, Sr.",US
fl:ju_ln:buddhadev-1,Jugal Buddhadev,US
fl:re_ln:marko-1,Reuven Marko,IL
fl:ri_ln:szeliski-3,Richard Szeliski,US
fl:pe_ln:westerink-1,Peter Westerink,US
fl:ca_ln:kroloff-1,Caleb S. Kroloff,US
fl:sh_ln:inazawa-2,Shinji Inazawa,JP
fl:ci_ln:peng-1,Ci-Guang Peng,TW
fl:yo_ln:li-252,Yongxiang Li,CN
fl:an_ln:mavanur-1,Anil Mavanur,US
fl:uw_ln:kohn-1,Uwe Kohn,DE
fl:br_ln:peuterbaugh-1,Bruce G. Peuterbaugh,US
fl:su_ln:sato-7,Susumu Sato,JP
fl:se_ln:peterson-6,Sean David Peterson,US
fl:ch_ln:han-325,Changmin Han,KR
fl:ma_ln:danon-1,Mark Lawrence Danon,US
fl:vi_ln:tiwari-21,Vipin Tiwari,US
fl:to_ln:nakamura-71,Tomohiro Nakamura,JP
fl:ka_ln:ohta-46,Kazuo Ohta,JP
fl:ha_ln:miyamura-3,Harold Miyamura,US
fl:ch_ln:malon-2,Christopher Malon,US
fl:ky_ln:doerksen-2,Kyle Jonathan Doerksen,US
fl:he_ln:sprenger-1,Helge Sprenger,DE
fl:mi_ln:gamzin-1,Michael Gamzin,RU
fl:yo_ln:oota-12,Yoshiyuki Oota,JP
fl:ja_ln:barth-5,James T. Barth,US
fl:ka_ln:nakamura-49,Kazuki Nakamura,JP
fl:ha_ln:koorapaty-1,Havish Koorapaty,US
fl:ca_ln:tostado-1,Carlos Tostado,MX
fl:mo_ln:lev-4,Mordechai Lev,US
fl:ka_ln:mori-45,Katsuhiko Mori,JP
fl:jo_ln:lee-790,Joon Woon Lee,KR
fl:ed_ln:lee-4,Edward Hinpong Lee,US
02rji00tw06zdeb0fxpn1trvf,Douglas L. Enslen,US
fl:pa_ln:boffa-1,Patrice Boffa,US
fl:ke_ln:mowe-1,Kelly L. Mowe,US
fl:fa_ln:monier-2,Fabrice Monier,FR
fl:yo_ln:lee-752,You Sik Lee,KR
fl:ni_ln:broom-2,Nigel J. P. Broom,GB
fl:se_ln:taimoory-1,Seyedeh Maryamdokht Taimoory,CA
fl:da_ln:wintsch-1,Daniel Wintsch,CH
fl:mi_ln:ulleweit-1,Michael L. Ulleweit,US
fl:ni_ln:nishikawa-1,Niroaki Nishikawa,JP
fl:je_ln:barrenscheen-1,Jens Barrenscheen,DE
fl:ma_ln:olson-21,Mark Olson,US
fl:zh_ln:lu-32,Zhijian Lu,US
fl:gr_ln:hodgson-3,Greg Allan Hodgson,US
fl:yo_ln:ikeda-50,Yoshiaki Ikeda,JP
02rkde6fu83qdh6yjzgohp3vz,Amy Watson Figueiredo,US
fl:hi_ln:endo-24,Hiroumi Endo,JP
02rkfa73o2svjy5pi5reaxvj2,Anusha Konatala,US
fl:st_ln:schnieder-1,Stefan Schnieder,DE
fl:eu_ln:kwon-19,Eunjung KWON,KR
fl:wi_ln:birch-2,William Birch,GB
fl:ce_ln:huesler-1,Cedric Huesler,US
fl:an_ln:dadi-2,Andrew Dadi,US
02rksyy8hn3i12ivckci5nb74,Jonathan Knann,IL
fl:ki_ln:gawankar-1,Kiran Gawankar,US
fl:la_ln:pacini-1,Laurie Pacini,FR
fl:vi_ln:hietala-1,Vincent M. Hietala,US
fl:ka_ln:karathur-1,Karthik N. KARATHUR,US
fl:je_ln:huet-2,Jean-Max Huet,FR
fl:hi_ln:nampo-1,Hiromichi Nampo,JP
fl:jo_ln:ryu-31,Jong-hyun Ryu,KR
fl:yi_ln:zhang-209,Yi Zhang,US
fl:ta_ln:pang-3,Tak Shing Pang,CN
fl:em_ln:kanterakis-1,Emmanuel Kanterakis,US
fl:ma_ln:andrews-24,Mark William Andrews,US
fl:ti_ln:borer-1,Timothy John Borer,GB
fl:pe_ln:huber-3,Peter Huber,DE
fl:jo_ln:ashear-1,Joseph M. Ashear,US
fl:jo_ln:dubery-1,John Stanley Dubery,GB
fl:zh_ln:hua-26,Zhuojun Hua,CN
fl:we_ln:lidy-1,Werner A. Lidy,CH
fl:ch_ln:koh-26,Chao-Ming Koh,TW
fl:mi_ln:colson-2,Michael B. Colson,US
fl:sa_ln:nanda-11,Sanjiv Nanda,US
fl:gr_ln:frank-5,Gregory R. Frank,US
fl:an_ln:serrano-4,Anthony D. Serrano,US
fl:mi_ln:burns-9,Michael J. Burns,US
fl:sa_ln:baumler-1,Sandra L. Baumler,US
fl:xi_ln:wang-324,Xiaodong Wang,CN
fl:sh_ln:saha-23,Shirshendu Saha,IN
fl:da_ln:shenk-3,David Shenk,US
fl:wi_ln:leu-3,Willy Leu,CH
fl:do_ln:wallace-7,Donald John Wallace,US
fl:al_ln:esser-1,Albert Andreas Maria Esser,US
fl:so_ln:vrzic-1,Sophie Vrzic,CA
fl:da_ln:martella-2,David J. Martella,US
fl:ka_ln:koehler-1,Katherine Yerre Koehler,US
fl:ra_ln:sieg-1,Raymond Sieg,DE
fl:hi_ln:nishikori-1,Hitoshi Nishikori,JP
fl:ki_ln:ahn-13,Ki-Young Ahn,KR
fl:si_ln:zerweckh-1,Siegfried Zerweckh,US
fl:mi_ln:keeney-3,Michael D. Keeney,US
