patent_id,company_id
D842691,4f84d79c-f8ab-4e40-a918-9d3f5c6287eb
4008919,cb5367eb-ebac-459a-b013-d92860572522
12277412,e6405b83-cc50-4ecf-a672-ff77bb2d206a
4249007,c5bdb80e-c414-4a0f-abfb-0c1eb39948c7
7154614,b1a22295-3f4f-4547-938a-547fd310a84d
8775679,5952964e-63c6-4284-9012-0fdd0643f715
10106530,030bc7c5-06bd-4bf2-a2fc-2cd38d4d681c
9537676,533e0469-baac-46b7-9576-669db08092eb
6937466,2221b748-de0e-4877-bb61-a8e43c3974cd
4675020,96352017-9e6d-4b56-969a-ba50315d93a6
7722051,b47f0bf6-8897-49bb-a54e-ed50c308256e
5656139,29b8f534-149e-443c-b76b-3c4a222da89c
7497674,74c11be2-20ec-49fe-ac26-d839d375bd32
D907464,3c8a5469-fd26-4d03-923c-edc8eee28bab
D672704,724eeb34-e4d7-4f40-887d-5e73d529a740
8137597,c71fa1eb-230f-4410-a8ce-868bf70d0b13
RE36104,6430b093-2bcf-4db6-91d9-b5051a6199d6
6870368,5eaceda6-d637-4578-bbba-a40f5560b683
10580561,93f8c962-7a18-45c0-b192-7a141f9a8b6c
D399718,6da68285-6b43-430e-bb87-ca8193cca468
D303606,0f4139b9-4113-4ca4-a7e6-c2a9199881cf
9325373,cbc31957-5625-4c60-be87-a8918629bba8
11903236,533e0469-baac-46b7-9576-669db08092eb
10941238,7a24f2b0-df54-4331-8bf3-41ae6b783f77
12219852,55754f7e-e260-42ac-a700-1d2cc456c43e
12222076,34c6a272-de61-4ca4-aa3c-aa7736ff94ef
4329527,461735da-1e01-4148-8ee3-7e610c5dca9b
T973016,a886c80f-2266-4032-b34d-9ce90994dc12
6955232,36023a2d-b2da-4df9-bd1e-ef94fc4f4426
9623823,669de49d-348e-49a4-8920-5c31720e61c5
5679102,00ffc8a8-8241-4257-80be-611b89f8271c
11939015,74c11be2-20ec-49fe-ac26-d839d375bd32
8653335,df177dc9-2bab-4962-a377-7bc58538742c
8383003,f8c78309-f9bc-4f5a-9c2d-6c2699e8064a
12474968,2f25af27-c9ca-49d4-91d8-92ddcc52c262
11791329,88c962da-6df3-4f86-85ba-14c24c3cb600
8825916,766bd698-7279-4d4f-8a03-99eb5f85e100
5669127,dfdf1f1a-8f22-41dc-a7f0-855bde20ca67
9021022,02dfa967-5de1-4fd1-8bcb-db36a6e4081a
9361208,787d1cb0-a8ca-4707-971e-e7eca28843a3
11064620,533e0469-baac-46b7-9576-669db08092eb
9522128,9715b43c-9287-4edd-a982-6675603986a7
10090145,fbf4996b-b9cc-43c7-88d7-f240ca37376b
11647620,a8de0327-8df8-4d67-be8e-c43c01bba010
4928271,bdcc4e9e-662e-4d11-bc1a-7beddcb4e431
8734733,32a1bf8f-2623-4d3d-9be3-16ea42a83449
D801899,e8b67fe0-3270-4226-bfe1-37520a8b1ffa
11463503,3f6e9b97-d6c0-420f-bbbc-f9b9c5906355
10010925,74c11be2-20ec-49fe-ac26-d839d375bd32
7792950,29b8f534-149e-443c-b76b-3c4a222da89c
11275533,c51ff068-81a3-4b0b-af09-bf460942ea37
8515429,a7b79334-35a4-48e8-8143-47f2bfd65432
4776195,61fa2983-5b66-4a64-bb85-92e45c4d0718
6568181,4b3e223c-7f0d-413d-85ca-8e52a258d9fc
7654688,1f0122e4-acc8-4b8a-8d5f-1aaed5d0a16d
5251107,74c11be2-20ec-49fe-ac26-d839d375bd32
7725567,1d4a3263-81e0-42e2-9285-34101f7de27f
9521063,bb1f1776-0ea5-4969-82f0-46efffe2f21d
9480710,88728d09-2954-4fea-84fe-4dd681d9b1f1
D765705,4840cedc-7dcd-4aa9-9d62-ee877f7ef128
6866502,8aab048f-9515-4287-8343-b7fd26758cf5
D468965,6a7c1a99-a6ba-49b3-85f1-55f1bfcfac6d
9969632,46e1ccc9-67ec-48fe-90c5-0ced71f91fd1
D749942,1375ccb4-bb29-432c-b832-4d0044acc7b9
D261778,4b10a607-5eaf-4196-8b0f-e1f972b20d23
10317907,f94290bc-7c0d-49af-9797-828af77eb9c7
4256619,7ff214ed-bb5c-437e-942d-43a24d884708
8871537,dfdf1f1a-8f22-41dc-a7f0-855bde20ca67
9946793,f26a8090-3e7b-4990-99be-b3a2f9c815ea
11772272,048b2efe-1ff2-4857-9bbc-18422f0f1910
9310425,88c962da-6df3-4f86-85ba-14c24c3cb600
D697726,d1dca498-7408-4650-93cb-3f395f7fd81a
7352293,d1097181-f21f-4cfa-995a-7f16d587ea4a
9584941,1918bc79-3bf3-4be6-8ea5-c5438e714ae2
4682627,fa6a9efa-1437-4e9c-8b01-647024e45901
7724365,5b5d33ea-6f6d-44e1-be21-8e4dd896687b
7670949,877b4262-7552-45e3-adc3-c484b3095cf3
D915719,dc7fc1ae-7547-436d-8b8d-5dcbe81797ea
9527788,4f87fefb-2763-4236-ab35-57bee381a0fd
8145846,533e0469-baac-46b7-9576-669db08092eb
4622152,b083cefd-a496-48c0-8613-06ca028eb2a5
9802487,21c27035-b4d4-4e8b-935f-21cb154090fd
9196576,a0c19632-dfeb-4fcc-b84e-fb753d31c71e
8241385,1d443c32-beaa-448d-b67c-2e60c804fd0a
8886051,80111a70-2d40-4003-b694-c54431e7f7e3
4109027,8d767fc8-9ad6-4bce-9421-7fac1b7d14a6
9807952,794b4cf6-abbb-4bec-aa14-76e7e5d88ee3
10263529,76213abf-4e72-4d5e-99ae-93bbb99eba2d
8313484,d88a69df-6f56-46ed-81d2-f9cb0921b09e
9145222,a82cfe7e-67b8-46be-b9f3-7f354c1d64eb
7949791,55bc7465-2823-418d-9835-41d555c610a6
5886133,d4286989-7501-4e2c-9d01-bfab4107b3fc
8508532,048b2efe-1ff2-4857-9bbc-18422f0f1910
9689816,432d2e84-15eb-44b9-8943-c37af7f5cf82
8615472,8065a93f-941f-4147-a87b-fc6573108bc6
8717434,e818c629-5d08-4bd3-82d0-c65a0dd5806e
10236764,92b8e7d8-f4fa-476c-9cdb-113dc8a228dc
7857914,8fd4890c-1484-4e53-acea-e713941b85e3
9241535,ce1f1c1d-4b3f-4b72-9880-dee092bbe83e
6081869,978e0feb-6423-4a01-bb82-13f01b85bab4
11253630,dd531ef9-7cb1-4344-87a6-1c2a9332b356
5315954,46857bda-aee5-4723-af35-a470d46e91ea
9581703,0acf3c56-e691-445d-991d-c9b26d34090a
3968080,3a9adec5-2aa0-424d-bbdf-6fbdbfdbd59e
9704970,88c962da-6df3-4f86-85ba-14c24c3cb600
10619066,85c51b37-2496-494a-8d13-b24f40546dda
9440081,ac5ed98d-3102-481a-a299-496319daaa3c
D763205,cce4e43c-b399-4555-9e34-908d78d906ef
5599445,f71a5898-3a1e-468f-8b73-2622a899973f
4368179,461735da-1e01-4148-8ee3-7e610c5dca9b
7438980,6cccfcb4-1761-4afb-bd37-def24a3d1228
6325962,ed17649f-c920-45bf-bcd4-81d2cb1f44a9
7133534,5eaceda6-d637-4578-bbba-a40f5560b683
8577416,a42ba1ca-eafb-4dff-b0a2-604b53435405
D904964,5552991d-9bf8-4c81-9b3a-b9d1e006649d
8259040,67b00f35-ab91-49d1-9b1b-9f0c376f5f0b
5095921,72eff3da-4e04-4d50-bbad-08092631d917
9184760,f354228e-3553-4520-9ba7-adc273a6e7ad
6405759,b3867ca5-b818-4a25-9b84-5ce259060024
8062321,d450e84a-ab65-491c-bfaa-3aa4bc20f470
9697081,5952964e-63c6-4284-9012-0fdd0643f715
6061807,29b8f534-149e-443c-b76b-3c4a222da89c
11082684,9e30b127-80f4-4516-91ee-aa62929040ad
8181570,ec7572de-4adc-4e01-82b0-0d45805d5db4
7223261,8f4094b7-206a-49cc-bada-d91974888071
7837874,64081cd6-d0e7-4c5d-9c13-0000245ec6e9
