patent_id,inventor_id
4601872,fl:yo_ln:yada-3
12065460,fl:ga_ln:yang-7
10349914,fl:ta_ln:ryu-25
8932115,fl:zi_ln:boutaghou-2
7495226,fl:je_ln:hawver-1
7306638,fl:ni_ln:lara-1
5248580,fl:sa_ln:jenekhe-1
6120113,fl:ma_ln:fukami-3
10804308,fl:jo_ln:kim-568
11741388,fl:cl_ln:crocker-1
11518541,fl:pa_ln:perezcabrero-1
D948819,fl:hy_ln:choi-206
7352045,fl:ja_ln:parsons-14
7725860,fl:he_ln:kwong-2
10354095,fl:bi_ln:xing-2
12432851,fl:ko_ln:noguchi-21
6621871,fl:je_ln:tran-2
6888392,fl:ch_ln:huang-59
10807989,fl:an_ln:wegert-1
10265084,fl:mi_ln:ujvari-1
6732332,04zvmvue0gx9gnwgn0qyk16i6
4336808,fl:ry_ln:kanno-2
11019419,fl:mi_ln:wurtz-2
D592108,fl:ti_ln:mcgarry-1
7586832,fl:ya_ln:ueki-7
8540701,fl:na_ln:myhrvold-2
11820769,fl:mi_ln:ju-3
7914414,fl:sc_ln:wittkopp-1
8084481,fl:jo_ln:keldenich-3
8881132,fl:su_ln:singh-72
5979399,fl:wa_ln:piock-1
12112769,fl:jo_ln:maeng-10
D972899,fl:st_ln:pinelli-1
8359978,fl:ma_ln:moore-54
5727558,fl:pe_ln:hudson-2
8063236,fl:ad_ln:veige-1
10358011,fl:ch_ln:lewark-1
7202779,fl:te_ln:tanabe-6
7064436,fl:ma_ln:ikumo-2
12342977,fl:hi_ln:yamada-20
5295716,fl:do_ln:bridges-5
9487547,fl:ye_ln:kim-51
9267678,fl:jo_ln:franke-6
10531423,fl:am_ln:hassan-3
5939337,fl:hi_ln:hatakeyama-12
7986075,fl:at_ln:isobe-1
7515905,fl:je_ln:farah-2
4274752,fl:ja_ln:williams-49
10711914,fl:ma_ln:deeg-2
11474439,fl:ju_ln:moizumi-1
9597384,fl:ru_ln:wank-1
11824583,fl:hi_ln:kawahara-14
7336069,fl:ja_ln:perriard-1
10039167,fl:xi_ln:zhao-334
10718021,fl:ho_ln:federoff-1
D356021,fl:ha_ln:hull-1
9456835,fl:ge_ln:sankin-1
12394461,fl:wi_ln:waller-2
7037552,fl:ro_ln:sahatijian-1
7774861,fl:do_ln:schmidt-8
11477146,fl:ha_ln:hu-121
9059291,fl:ga_ln:wang-81
7422593,fl:je_ln:cresina-1
7338960,fl:ni_ln:king-14
5815432,fl:sa_ln:naffziger-2
9886390,fl:fl_ln:manaila-1
11327891,fl:ya_ln:ki-2
11640038,fl:to_ln:fujii-54
7635394,fl:az_ln:fadli-1
11316822,fl:yu_ln:mariappan-1
12226511,fl:gi_ln:panin-1
7433499,fl:ri_ln:kim-10
D692893,fl:br_ln:wesolek-1
7822848,fl:sh_ln:sen-5
PP32774,fl:el_ln:vansambeek-1
12457762,fl:ru_ln:xie-13
11465352,fl:ju_ln:douglas-5
7116298,fl:to_ln:miyazawa-10
11838950,fl:xi_ln:zhang-212
11921713,fl:vi_ln:gurner-1
6670299,fl:su_ln:yoon-79
10832225,fl:ju_ln:davis-16
9950123,fl:si_ln:brereton-2
8010457,fl:er_ln:ziegler-2
9833761,fl:pi_ln:indermuhle-1
10109624,fl:al_ln:philippou-1
8576585,fl:yi_ln:lin-178
5620958,fl:sh_ln:eubanks-1
6750777,fl:ja_ln:fergen-1
12348856,fl:su_ln:bae-92
7497271,fl:yu_ln:shkolnikov-1
9601859,fl:hi_ln:hamada-31
8307438,fl:mu_ln:haribarasubramanian-1
7488141,fl:ja_ln:bivens-2
4500356,fl:dr_ln:crump-1
5980694,04zzxwqb39298afzdo8ccx0ea
9576453,fl:al_ln:tetiyevsky-1
11649270,fl:ha_ln:sun-34
5286539,fl:yo_ln:kusuki-2
11328325,fl:mi_ln:medina-8
11640916,fl:ta_ln:yamaguchi-69
6292284,fl:ta_ln:ikeuchi-6
12081208,fl:ch_ln:liao-177
9240983,fl:gu_ln:wu-169
9799652,fl:mi_ln:zierak-1
D835282,fl:su_ln:hwang-137
7226217,fl:br_ln:herzing-1
8550913,fl:st_ln:patton-3
12221574,fl:ta_ln:uematsu-5
5804889,fl:al_ln:sang-2
8002475,fl:an_ln:serafini-2
9358119,fl:ro_ln:ball-9
4756062,fl:lu_ln:kis-1
5211362,fl:fr_ln:householder-1
7601329,fl:fl_ln:mertens-1
12378281,fl:ra_ln:kura-1
4839241,fl:ma_ln:abe-8
4402048,fl:ta_ln:tsuchida-10
6638014,fl:ro_ln:padfield-1
11644930,fl:ma_ln:gutierrezbravo-2
11775252,fl:gr_ln:chapman-4
10249479,fl:st_ln:lane-18
9766659,fl:sh_ln:cho-9
9279550,fl:mo_ln:torabifard-1
5254679,fl:ge_ln:pasquet-1
5842877,fl:la_ln:martensson-2
9852754,fl:ri_ln:martin-10
6889937,fl:mi_ln:allman-1
10898561,fl:cl_ln:wagner-6
4866418,fl:ha_ln:hachtel-2
6120679,fl:sh_ln:hatanaka-5
7451091,fl:su_ln:neo-1
D435415,fl:ro_ln:johnson-84
6170475,fl:mr_ln:jankovic-1
8368577,fl:ke_ln:aruga-3
9540328,fl:ka_ln:kurjan-1
11377361,fl:ce_ln:lutz-1
7083661,fl:na_ln:hasegawa-15
10609976,fl:li_ln:zhao-34
4536888,fl:do_ln:wilson-6
D841384,fl:mi_ln:furstenberg-1
4262611,fl:di_ln:kuhnert-1
4448510,fl:ma_ln:murakoshi-8
10547618,fl:he_ln:tang-8
10938197,fl:ma_ln:tsuru-1
3937132,fl:jo_ln:bruhlmeier-1
8199964,fl:to_ln:shimizu-80
D1038117,fl:ta_ln:carrigan-1
10845756,fl:sh_ln:miyabe-6
6065529,05046fbgupwqpkippzoixnp3b
D1072811,fl:sa_ln:lee-569
9722915,fl:mu_ln:moopathvelayudhan-1
11738430,fl:ch_ln:chien-108
6973642,fl:ma_ln:minemoto-3
11076089,fl:ky_ln:kim-819
D657255,fl:ke_ln:weaver-1
D807813,fl:sh_ln:hayashi-79
7061539,fl:ta_ln:morimura-4
8010065,fl:ch_ln:lai-225
4973369,fl:ak_ln:inoue-6
10643997,fl:jy_ln:jenq-1
4699664,fl:do_ln:muffett-1
9674296,fl:sh_ln:ghandeharizadeh-1
9760220,fl:to_ln:tanaka-107
6864030,fl:ma_ln:maruta-2
8957839,fl:ch_ln:che-17
12111880,fl:ch_ln:schroers-2
11287149,fl:ma_ln:morikawa-26
8955903,fl:my_ln:jang-5
10341453,fl:la_ln:dronadula-1
10278114,fl:mi_ln:mccarthy-9
8761472,fl:mi_ln:pham-23
8596711,fl:ei_ln:higuchi-4
6850699,fl:ka_ln:kuebler-1
7386521,fl:ki_ln:shoikhet-1
10571645,fl:bi_ln:song-12
D709478,fl:ch_ln:chan-397
8564575,fl:sh_ln:yamazaki-59
6879017,fl:pa_ln:farrar-1
6460922,fl:ro_ln:demick-2
6077912,fl:da_ln:zanzig-1
11810870,fl:ka_ln:nummy-1
6169740,fl:da_ln:fisher-36
7577009,fl:ko_ln:eguchi-3
6339888,fl:ke_ln:brunson-3
6485947,fl:vi_ln:rajgarhia-1
11462971,fl:ch_ln:schulz-8
8346735,fl:gr_ln:lazar-3
5396680,fl:mi_ln:belanger-4
10306630,fl:to_ln:nogami-9
10031464,fl:hi_ln:mori-80
4188023,fl:ke_ln:whaley-3
4776810,fl:sa_ln:cohen-21
11934160,fl:li_ln:cao-6
8185954,fl:ni_ln:scales-1
8981180,fl:ba_ln:lambert-2
8904428,fl:sa_ln:rakshit-4
11536021,fl:mi_ln:recker-1
7579347,fl:ma_ln:norman-3
12158722,fl:to_ln:mori-63
11997349,fl:th_ln:stockhammer-1
5011250,fl:yo_ln:okada-9
PP6371,fl:ri_ln:malvern-1
4984335,fl:ka_ln:block-2
11622491,fl:bo_ln:li-56
10209874,fl:uk_ln:yang-3
5974280,fl:yo_ln:akazawa-6
11058688,fl:ja_ln:cross-2
8838861,fl:ma_ln:shirlen-1
7178853,fl:pe_ln:lejbjuk-1
5426337,fl:at_ln:inagaki-1
10257124,fl:sr_ln:thyagarajan-2
6322797,fl:we_ln:dang-12
8800045,fl:ne_ln:bunker-1
7959294,fl:ti_ln:balogh-2
11628233,0508ssm65zq1acto2igrvq00c
9694984,fl:ju_ln:rothbauer-1
9813744,fl:ch_ln:xiong-38
5126331,fl:gi_ln:gazzani-1
11431051,fl:ar_ln:nakari-1
12405309,fl:de_ln:palatov-1
12317590,fl:na_ln:jack-2
4476708,fl:cl_ln:miles-1
9369269,fl:je_ln:mccann-3
7446528,fl:da_ln:doddrell-1
10787273,fl:da_ln:mariotto-1
6670265,fl:ja_ln:kai-1
10373508,fl:ri_ln:crawford-13
6325511,fl:ma_ln:mizuochi-5
5608285,fl:br_ln:gnade-1
10234455,fl:an_ln:iacoangeli-1
D524633,fl:gu_ln:audet-1
D1050960,fl:yo_ln:chen-257
9855510,fl:an_ln:tarng-1
12269403,fl:gu_ln:deng-36
6260801,fl:fr_ln:peters-15
9257448,fl:li_ln:o'riain-1
10063366,fl:gi_ln:marucci-1
4942850,fl:an_ln:hernandez-5
9082153,fl:ja_ln:bennett-19
12404987,fl:ji_ln:zhang-506
7427421,fl:ta_ln:pei-1
4665526,fl:be_ln:wexler-1
6536616,fl:la_ln:sandor-1
11837090,fl:li_ln:tal-1
4118710,fl:wa_ln:ohta-1
9871804,fl:st_ln:pipes-1
4858908,fl:hi_ln:yamada-91
8927187,fl:ma_ln:kawamura-9
5066536,fl:pe_ln:meakin-1
12433634,fl:jo_ln:brinkmann-10
10932571,fl:jo_ln:phillips-43
4755464,fl:do_ln:macphee-2
8352588,fl:bl_ln:southam-1
9946174,fl:ma_ln:agatsuma-3
11325111,fl:sc_ln:weigel-1
7891682,fl:ol_ln:moessinger-1
10673958,fl:mi_ln:price-28
10606471,fl:is_ln:masuike-1
9270630,fl:be_ln:eidelson-1
8721407,fl:ra_ln:madhavan-14
3952125,fl:sh_ln:kawase-3
9757180,fl:ch_ln:lennox-3
11107833,fl:ch_ln:park-721
7515909,fl:ni_ln:jain-30
10743358,fl:si_ln:mullati-1
D882559,fl:su_ln:truong-1
9379310,fl:sh_ln:murakami-39
11620730,fl:ci_ln:pan-2
9749583,fl:ad_ln:fineberg-1
5099960,050cxsjq5mlpftlcxr4qwks35
7368088,fl:mu_ln:noguchi-2
10577470,fl:na_ln:sekine-2
7781908,fl:an_ln:briggs-6
11090675,fl:mi_ln:williamson-17
10332339,fl:te_ln:yoshiaki-1
7315954,fl:ja_ln:vanlieu-1
6244021,fl:st_ln:ausnit-2
4704748,fl:hi_ln:takeda-46
D400084,fl:fr_ln:wullimann-1
10956984,fl:ph_ln:barish-1
6597909,fl:hi_ln:takubo-6
5528761,fl:no_ln:ooba-3
4546199,fl:jo_ln:hsu-1
8764728,fl:da_ln:ciavarella-1
6536024,fl:da_ln:hathaway-3
11727183,fl:ku_ln:yang-18
9720843,fl:hi_ln:shafi-1
11705262,fl:al_ln:klotz-4
9073018,fl:fu_ln:ishiyama-2
9233756,fl:ja_ln:stevenson-9
7239370,fl:jo_ln:baselmans-3
4358675,fl:jo_ln:wittenberger-1
8856023,fl:wa_ln:huber-1
10945598,fl:ta_ln:hayashi-49
9529047,fl:he_ln:ahrens-2
4866419,fl:gr_ln:long-6
11795490,fl:ta_ln:wen-9
8452663,fl:pa_ln:guerrero-3
12460652,fl:ta_ln:yamamoto-59
9668301,fl:ki_ln:lim-53
8849221,fl:ya_ln:wang-161
9810535,fl:da_ln:rozelle-1
9672588,fl:cl_ln:magouyrk-1
9019457,fl:hi_ln:fukushima-21
10627950,fl:wu_ln:liu-7
D929229,fl:th_ln:bradley-11
11959930,fl:ma_ln:asakura-5
10169335,fl:st_ln:edwards-36
12411705,fl:sr_ln:gottipati-2
4050659,fl:ji_ln:dixon-1
D754240,fl:je_ln:baker-37
D379067,fl:sh_ln:greene-4
6969037,fl:gi_ln:gaska-2
4953911,fl:mi_ln:hanagan-2
D693331,fl:eu_ln:lee-135
8798939,fl:in_ln:deckman-1
11796681,fl:je_ln:gamble-6
D861390,fl:aa_ln:conk-1
6079133,fl:ad_ln:netten-1
10218304,fl:do_ln:lounsbury-1
11284529,fl:wo_ln:chung-46
7508800,fl:yu_ln:deng-56
6133534,fl:ha_ln:nakayama-5
9023656,fl:wo_ln:becker-3
D661098,fl:pu_ln:nanda-1
9581860,fl:sh_ln:kadowaki-7
7846947,fl:mo_ln:golombiewski-1
6869432,fl:fr_ln:schlapfer-1
8891973,fl:na_ln:tanaka-26
D388426,fl:st_ln:pombo-1
10727135,fl:ch_ln:liu-169
6831900,fl:ro_ln:blake-17
11656882,fl:mu_ln:ingale-1
6727734,fl:ty_ln:gomm-1
7392415,fl:da_ln:grawrock-1
12191157,fl:hy_ln:jin-15
7332310,fl:ak_ln:senoh-1
10794735,fl:ra_ln:phinisee-1
7779875,fl:ti_ln:kuivasto-1
10617992,fl:so_ln:khiavi-1
4540590,fl:hi_ln:iimura-4
8623724,fl:yo_ln:oh-73
4450117,fl:to_ln:morino-3
6113485,fl:te_ln:marquis-2
D549100,fl:br_ln:holmes-4
7459992,fl:ma_ln:ueda-18
11530395,fl:jo_ln:jarjour-1
9627418,fl:sh_ln:yamazaki-59
D282635,fl:te_ln:beaver-1
5905150,fl:ti_ln:banach-1
D570103,fl:br_ln:lynne-1
9476705,fl:ma_ln:moghaddam-1
5831947,fl:yu_ln:okazaki-22
D475729,fl:ei_ln:furutsu-1
9455381,fl:ke_ln:terashima-6
10533258,fl:mo_ln:qasem-1
4940849,fl:mi_ln:morris-27
4438368,fl:yo_ln:kono-11
7868811,fl:da_ln:woodell-1
D408916,fl:hi_ln:koizumi-13
11159603,fl:cy_ln:anschutz-1
8809050,fl:an_ln:leen-1
7086848,fl:ma_ln:zoppas-1
D894419,fl:le_ln:nemeth-1
11031466,fl:ra_ln:joshi-27
9674436,fl:ro_ln:fleck-2
10463432,fl:ke_ln:daignault-2
4649904,fl:fr_ln:cope-2
11739321,fl:ji_ln:li-91
11233709,fl:al_ln:pang-2
9111135,fl:gi_ln:murali-1
11194610,fl:ka_ln:mundaragi-1
12512011,fl:ha_ln:park-234
9289203,fl:da_ln:smith-184
11427856,fl:al_ln:rosenberg-3
4770398,fl:pi_ln:lee-40
11792889,fl:be_ln:damm-1
11681826,fl:pa_ln:mummareddi-1
7715990,fl:yi_ln:fan-60
11153857,fl:su_ln:yang-204
4281769,fl:ro_ln:ignell-1
11087532,fl:ma_ln:graebner-1
5822859,fl:de_ln:wadsworthdubbert-1
11831407,fl:ka_ln:alam-3
12243801,fl:xi_ln:qu-33
5389239,fl:le_ln:castagnos-1
10044252,fl:ol_ln:groves-1
D668078,fl:gr_ln:holcomb-4
9818923,fl:ta_ln:aketa-2
11214303,fl:ta_ln:sato-37
4055741,fl:vl_ln:firsov-2
10535979,fl:ro_ln:audet-1
D708165,fl:ch_ln:son-40
D1091001,fl:jo_ln:nulty-1
7269950,fl:st_ln:benson-7
9573506,fl:ra_ln:flores-3
10962737,fl:ch_ln:hu-77
5803982,fl:ri_ln:rhodes-7
9108969,fl:ro_ln:jones-41
6538192,fl:de_ln:legrand-1
10720960,fl:th_ln:kellum-1
6924234,fl:ja_ln:han-9
11551576,fl:da_ln:young-41
9409397,fl:et_ln:sawada-1
7700018,fl:al_ln:vallee-4
7042293,fl:ju_ln:utsumi-2
8573527,fl:he_ln:baltussen-1
9994144,fl:pa_ln:dellock-1
6780888,fl:ji_ln:xu-112
5153269,fl:fr_ln:wolf-1
4103346,fl:si_ln:voelker-2
9950059,fl:st_ln:spatz-1
9958101,fl:ri_ln:doi-3
11605879,fl:al_ln:khripkov-1
6203266,fl:da_ln:deleo-1
11607628,fl:ko_ln:carlson-1
6262301,050msq1r9134je7afafebszns
9802063,fl:pe_ln:barthe-1
5786426,fl:cl_ln:murphy-1
4786575,fl:ha_ln:macholdt-1
7146226,fl:cr_ln:mar-1
5120884,fl:r._ln:pews-1
7791744,fl:ro_ln:yoder-2
9887203,fl:zv_ln:orbach-2
9552025,fl:ee_ln:wong-1
9584358,fl:vi_ln:saraswat-2
7734615,fl:je_ln:tenner-2
11193865,fl:li_ln:feng-52
D524381,fl:ra_ln:thompson-20
10959668,fl:ja_ln:barak-2
4235401,fl:jo_ln:greene-14
12374498,fl:ji_ln:park-193
9198902,fl:hu_ln:zhang-79
4729902,fl:jo_ln:michaelson-2
12353144,fl:na_ln:fuei-1
12035291,fl:ke_ln:aoyama-8
D359959,fl:th_ln:paulick-1
12316520,fl:se_ln:jo-29
6825336,fl:an_ln:cravchik-1
8499667,fl:yu_ln:lockhart-1
6479025,fl:ru_ln:pruszko-1
8487403,fl:ka_ln:kono-4
5541966,fl:fr_ln:guglielmi-1
9574126,fl:ky_ln:essenmacher-1
8913197,fl:ke_ln:katsumata-3
5922270,fl:ma_ln:matsumoto-23
9376487,fl:le_ln:cope-3
D903862,fl:ha_ln:hu-80
4177689,fl:re_ln:bachschmid-1
8067236,fl:ho_ln:zinke-2
7626633,fl:se_ln:katagiri-1
D420495,fl:iv_ln:davidowitz-1
D731657,fl:qi_ln:zhang-145
6193146,fl:j._ln:morrow-2
5529214,fl:gr_ln:lasonde-1
6575252,fl:je_ln:reed-19
7912641,fl:pa_ln:krasicky-1
5583439,fl:ch_ln:brukl-1
7473432,fl:gr_ln:cevc-1
10404538,fl:ma_ln:santharam-1
7272756,fl:ja_ln:hofmann-4
11865735,fl:pa_ln:wills-2
6635693,fl:ed_ln:schofield-3
D525884,050q9gehoghgrp2rauh2uho03
9204231,fl:ha_ln:roeck-1
6855976,fl:ha_ln:nagano-8
5815759,fl:ch_ln:chan-88
7493351,fl:jo_ln:mcgarvey-5
12443770,fl:mi_ln:vratimos-1
11450372,fl:ma_ln:pauley-1
6803530,fl:ma_ln:gumbel-2
6451181,fl:sa_ln:garcia-3
9141667,fl:sa_ln:tata-3
11568515,fl:gu_ln:legrain-1
4210996,fl:ko_ln:kato-36
12102559,fl:st_ln:collins-9
4485485,fl:ru_ln:smith-15
10934146,fl:mi_ln:walch-3
11349051,fl:ge_ln:krauter-1
9838019,fl:er_ln:laulainen-1
9271687,fl:by_ln:koh-4
4284983,fl:ro_ln:lent-2
12234866,fl:pa_ln:ohrfeldt-1
10236699,fl:wi_ln:carmichael-1
7925069,fl:br_ln:hall-14
10056695,fl:en_ln:ayalavazquez-1
D821929,fl:sh_ln:noble-5
6432697,fl:ti_ln:sullivan-8
6890167,fl:hu_ln:zentmyer-1
8934416,fl:ja_ln:mathews-5
10552319,fl:ja_ln:radtke-3
8772443,fl:cu_ln:xue-1
4512332,050s498disyo0adbdf10xs9r8
7504241,fl:ti_ln:woudenberg-3
10774425,fl:fe_ln:xu-4
5416214,fl:ch_ln:chuang-161
D364014,fl:br_ln:langeland-1
10142268,fl:ar_ln:tyebkhan-1
9521075,fl:yu_ln:hayashi-18
12008841,fl:im_ln:iqbal-1
D730476,fl:da_ln:dommett-1
11139561,fl:ri_ln:lebaron-1
10817331,fl:ni_ln:mullen-3
6562875,fl:al_ln:smith-142
11689886,fl:fr_ln:forest-1
4401910,050t0d1zzvaf6b830et873b7h
5937362,fl:da_ln:ford-10
11218718,fl:xi_ln:li-601
7812841,fl:to_ln:kamiwada-1
6184337,fl:ta_ln:nishigaya-1
8363462,fl:ta_ln:kishi-3
11184393,fl:ol_ln:lemarie-1
8788071,fl:jo_ln:lucas-20
D836053,fl:ta_ln:hagino-5
6916741,fl:je_ln:doubrava-1
4442656,fl:ja_ln:wylie-2
10538658,fl:li_ln:lai-34
7745152,fl:jo_ln:allard-5
7494630,fl:va_ln:babain-3
11591885,fl:ch_ln:eitschberger-1
7786260,fl:ch_ln:doidge-1
6660714,fl:da_ln:sames-2
11584830,fl:hi_ln:shimizu-49
D658193,fl:mi_ln:greenwood-6
D940056,fl:so_ln:choi-100
8929022,fl:al_ln:chahwan-1
8592803,fl:ro_ln:chau-4
D765344,fl:an_ln:roullier-1
10667173,fl:ji_ln:jiang-95
9212545,fl:lo_ln:siggel-2
D734427,fl:he_ln:bygbjerg-1
6550543,fl:te_ln:friggstad-2
8080787,fl:go_ln:baykut-1
10740591,fl:da_ln:antipa-1
7577613,fl:ro_ln:tramontano-1
5300004,fl:ja_ln:muehlenbein-1
10925798,fl:to_ln:mizuno-21
8875645,fl:da_ln:ryan-40
6362512,fl:jo_ln:kubby-1
4779008,fl:jo_ln:kessels-1
7608681,fl:wa_ln:delano-1
11010216,fl:yu_ln:oshima-3
9690592,fl:sh_ln:matsuyama-16
12024776,fl:yu_ln:obata-16
6191707,fl:ka_ln:taniguchi-22
10376976,fl:ta_ln:yamada-58
6911214,fl:la_ln:alani-1
7127710,fl:da_ln:lavery-4
D452733,fl:do_ln:thakur-1
7757753,fl:ke_ln:keller-16
8079646,fl:jo_ln:morten-2
7473890,fl:da_ln:grier-4
9889144,fl:pa_ln:nemeth-2
9065111,fl:ka_ln:jung-21
D382846,fl:ja_ln:coogan-2
9261842,fl:ke_ln:nakagawa-20
9026024,fl:ke_ln:yamaji-3
9303596,fl:je_ln:na-17
9492059,fl:hi_ln:sasaki-55
9675966,fl:ro_ln:gustaferro-1
4771527,fl:he_ln:haas-6
D761333,fl:ju_ln:son-74
5610039,fl:mi_ln:scaros-1
11824745,fl:sa_ln:coimbatore-1
7462796,fl:ch_ln:chai-33
10183775,fl:ja_ln:sato-1
7844996,fl:iu_ln:chen-1
8063936,fl:ma_ln:aggarwal-8
5256302,fl:j._ln:brown-17
7071635,fl:at_ln:yamashita-1
12388829,fl:hi_ln:khan-3
7827170,fl:br_ln:horling-1
6604096,fl:ta_ln:couch-1
10476745,fl:pa_ln:kirner-2
D1106635,fl:sh_ln:sakai-14
8516425,fl:ai_ln:lu-8
10297251,fl:fr_ln:charette-1
12250105,fl:bi_ln:tian-3
11385118,fl:jo_ln:wang-58
11357586,fl:ya_ln:huang-300
6132775,fl:je_ln:weiss-24
11901095,fl:to_ln:tajima-8
8746077,fl:me_ln:dolen-1
5965821,fl:ch_ln:grudzien-1
6266715,fl:br_ln:loyer-1
8999177,fl:fr_ln:cannehan-1
D790958,fl:ts_ln:chou-37
6007894,fl:do_ln:barnes-7
9199327,fl:le_ln:pan-4
5516399,fl:le_ln:li-10
4047090,fl:wi_ln:chapman-7
9932023,fl:ka_ln:willmann-1
10478249,fl:yo_ln:gross-5
11058831,fl:fe_ln:menzel-1
5706456,050zmpdlwliihylfk1ap300mf
7159753,fl:so_ln:subrahmanyam-1
4745955,fl:sh_ln:takahashi-83
12203945,fl:ko_ln:matsuda-8
11069825,fl:al_ln:morgan-3
8703534,fl:kr_ln:le-1
6391882,fl:ej_ln:moltzen-1
10261021,fl:ia_ln:fallis-1
10949670,fl:la_ln:plougmann-1
12293606,fl:yu_ln:morishita-18
7352277,fl:ak_ln:sato-41
8953439,fl:zi_ln:zhou-46
7889649,fl:da_ln:pritchett-2
7501932,fl:vi_ln:pillai-21
8888223,fl:ak_ln:maru-3
6128390,fl:sh_ln:hayashibe-1
9924044,fl:ph_ln:ritter-2
8783093,fl:al_ln:glunz-1
6228318,fl:ka_ln:nakamae-1
4202251,fl:ma_ln:geirnaert-1
5249363,fl:da_ln:mitrega-1
7540142,fl:yo_ln:sheoran-1
11165067,fl:gu_ln:chen-375
9920182,fl:uw_ln:wilkenhoener-1
8469260,fl:br_ln:kelly-34
6687287,fl:sh_ln:antol-1
8763426,fl:tu_ln:zisner-1
7890342,fl:ro_ln:eisert-2
12072153,fl:sh_ln:reed-5
6002383,fl:na_ln:shimada-6
12329585,fl:jo_ln:pedicini-2
6541820,fl:ig_ln:bol-1
4079506,0511zla1oerksxf4pwfqdts6m
8761976,fl:da_ln:evers-2
8962262,fl:ly_ln:blank-1
10785832,fl:lo_ln:wood-12
8565901,fl:da_ln:craige-1
10439718,fl:ti_ln:schenk-3
11653366,fl:es_ln:dinan-2
D873359,fl:xi_ln:chen-77
10886334,fl:ch_ln:lee-2062
8129706,fl:ch_ln:ho-507
6428298,fl:jo_ln:scheurich-2
4393822,fl:ot_ln:skatsche-1
11341043,fl:in_ln:doh-3
7686774,fl:yi_ln:yang-256
8127859,fl:mi_ln:macdonald-11
12178575,fl:le_ln:thomas-20
5567567,fl:ko_ln:shimokusa-1
7120205,fl:ab_ln:keshavarzian-1
6662150,fl:ma_ln:jacobs-29
5651096,fl:ar_ln:reeves-2
5803449,fl:ri_ln:koga-1
12292903,fl:gi_ln:mandyam-2
10938291,fl:sh_ln:chen-59
6913642,fl:al_ln:riegler-1
8493842,fl:ry_ln:heckendorf-1
10611883,fl:ky_ln:ryu-51
7844336,fl:ja_ln:esler-2
8109070,fl:eu_ln:schmidt-2
6081785,fl:mi_ln:oshima-9
5643916,fl:co_ln:tercero-1
6827442,fl:fr_ln:mueller-22
7433364,fl:ud_ln:naik-1
4038492,fl:di_ln:kullmann-1
10130394,fl:la_ln:khoo-3
9334354,fl:me_ln:roessing-1
12197189,fl:ze_ln:shao-10
11602034,fl:re_ln:magielse-1
9592221,fl:wi_ln:solvibile-1
12281129,fl:hs_ln:chen-9
8463142,fl:ch_ln:zhao-220
6585532,fl:ka_ln:shima-7
6647403,fl:ja_ln:parviainen-1
5998338,fl:yu_ln:shiohara-2
9757651,fl:wo_ln:choi-292
8041511,fl:al_ln:riegel-1
6963986,fl:da_ln:gilbert-19
10435126,fl:ro_ln:gerngross-1
8987362,fl:ta_ln:fujimaki-1
4036924,fl:ro_ln:shishoo-1
7341831,fl:ja_ln:eberwine-1
7666892,fl:ma_ln:lepisto-1
D583775,fl:ma_ln:knoch-1
5448724,fl:yo_ln:hayashi-21
4580756,fl:ke_ln:mori-44
11741518,fl:mi_ln:gaeta-2
10348400,fl:su_ln:topsu-1
9903619,fl:ha_ln:taheri-1
7218899,fl:da_ln:sorrells-2
9311991,fl:hu_ln:pan-73
9994303,fl:fr_ln:laine-4
7295289,fl:ha_ln:andrade-1
8874848,fl:la_ln:bairavasundaram-1
10674868,fl:sa_ln:ferguson-1
D939709,fl:ph_ln:bevel-1
9012235,fl:r._ln:dunlay-1
10208668,fl:ni_ln:metzger-3
5962047,fl:ak_ln:gross-1
4935107,fl:mi_ln:leroy-2
12513534,fl:an_ln:nilsson-10
9881795,fl:pi_ln:jiang-10
11677548,fl:ja_ln:pasion-1
9226106,fl:ma_ln:aubin-2
5792130,fl:an_ln:svernlov-1
6387641,fl:gu_ln:bemis-1
8167715,fl:no_ln:wurz-1
8752174,fl:jo_ln:buford-3
11210768,fl:vl_ln:cardei-1
11785988,fl:tj_ln:root-1
4896920,fl:ka_ln:weber-5
9388258,fl:da_ln:adkinson-1
6901640,fl:do_ln:sevey-1
11054832,fl:hi_ln:miura-28
5107121,fl:ri_ln:walker-1
7250709,fl:to_ln:flaemigvetter-1
6870812,fl:di_ln:dutt-1
9272103,fl:ma_ln:storz-3
4507354,fl:yo_ln:nagata-16
6954607,fl:st_ln:jensen-17
9932714,fl:ry_ln:thiesse-1
8036844,fl:al_ln:hemmingson-1
7388504,fl:st_ln:mess-1
3970369,0518dy9v1gc2wmejyib3gflhl
8228371,fl:do_ln:tanguay-1
8217035,fl:pa_ln:barsanti-3
7364071,fl:ji_ln:esplin-1
5447082,fl:jo_ln:reynolds-10
5090382,fl:la_ln:nitz-3
7819753,fl:al_ln:hocknell-1
11133645,fl:do_ln:siriani-1
9168675,fl:hi_ln:harada-32
7576782,fl:ta_ln:kameyama-10
4040821,fl:pr_ln:mohla-1
5375410,fl:mi_ln:costanzo-2
8123648,fl:cl_ln:carey-2
8582068,fl:ma_ln:yoshida-63
10935958,fl:ar_ln:borovinskih-1
6321186,fl:st_ln:shultz-2
10060270,fl:st_ln:koester-11
8672465,fl:ka_ln:takahashi-59
D366157,fl:ca_ln:mcguire-3
